enterprise_number,year,10,10/11,10/15,10/49,11,12,13,14,15,16,17,17/49,19,20/58,21,21/28,22/27,28,29,29/58,3,40/41,42/48,490/1,492/3,50/53,54/58,60,60/61,60/66A,61,62,630,631/4,635/8,640/8,649,65/66B,66A,67/77,680,689,691/2,694,694/7,695,696,697,70,70/76A,71,72,74,75,75/76B,76,76A,780,789,791/2,794,9900,9901,9903,9904,9905,9906
0400003551,2014,1628700.0,,1123590.0,1520546.0,,,3319.0,-508429.0,,,,396955.0,,1520546.0,,,1386341.0,123.0,,132953.0,13031.0,31077.0,225367.0,475.0,171588.0,,88368.0,,,,,9432.0,69317.0,,,26043.0,,,,31.0,,,,,,,,,,,,,,51.0,,,,,,,,-53478.0,-158271.0,-181989.0,-182020.0,-182020.0,-508429.0
0400003551,2015,1628700.0,,976955.0,1416499.0,,,3319.0,-655063.0,,,,439543.0,,1416499.0,,,1332287.0,123.0,,83524.0,13031.0,18858.0,229709.0,4137.0,209833.0,,47496.0,,,,,8229.0,72276.0,,,23530.0,,,,15.0,,,,,,,,,,,,,,63.0,,,,,,,,-29670.0,-133707.0,-146618.0,-146634.0,-146634.0,-655063.0
0400003551,2016,1628700.0,,920538.0,1369539.0,,,3319.0,-711481.0,,,,449001.0,,1369539.0,,,1280333.0,123.0,,89082.0,,24184.0,430395.0,,18605.0,,64898.0,,,,,,61132.0,,,23317.0,,,,-12.0,,,,,,,,,,,,,,220.0,,,,,,,,41279.0,-43170.0,-56430.0,-56417.0,-56417.0,-711481.0
0400003551,2017,1628700.0,,847949.0,1304484.0,,,3319.0,-784069.0,,,,456534.0,,1304484.0,,1226208.0,1226084.0,123.0,,78275.0,,18367.0,424414.0,,32119.0,,59908.0,,,,,,54248.0,,,23449.0,,,,1.0,,,,,,,,,,,,,,10.0,,,,,,,,19185.0,-58513.0,-72586.0,-72588.0,-72588.0,-784069.0
0400003551,2018,1628700.0,,761881.0,1428397.0,,,3319.0,-870137.0,,,150000.0,666515.0,,1428397.0,,1335292.0,1335168.0,123.0,,93104.0,,12522.0,502424.0,,14090.0,,80582.0,,,,,,59214.0,,,26460.0,,15183.0,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,14789.0,-70885.0,-86067.0,-86067.0,-86067.0,-870137.0
0400003551,2019,1628700.0,,698947.0,1395070.0,,,3319.0,-933071.0,,,170335.0,696123.0,,1395070.0,,1317694.0,1317570.0,123.0,,77376.0,,15284.0,511105.0,,14682.0,,62091.0,,,,,,61797.0,,,26467.0,,19991.0,,0.0,,,,,,,,,,,,,,74.0,74.0,,,,,,,45248.0,-43016.0,-62933.0,-62934.0,-62934.0,-933071.0
0400003551,2020,1628700.0,1628700.0,633674.0,1432310.0,,,3319.0,-998344.0,,,218751.0,798636.0,,1432310.0,,1282408.0,1282284.0,123.0,,149902.0,,33030.0,564586.0,,15299.0,,116871.0,,,,,,55547.0,,,29692.0,,20637.0,,0.0,,,,,,,,,,,,,,11.0,11.0,,4387.0,,,,,40592.0,-44646.0,-65273.0,-65273.0,-65273.0,-998344.0
0400003551,2021,1628700.0,1628700.0,563923.0,1314736.0,,,3319.0,-1068095.0,,,203556.0,750813.0,,1314736.0,,1241659.0,1241535.0,123.0,,73077.0,,56244.0,534732.0,,12523.0,,16833.0,,,,,,53943.0,,,30960.0,,17864.0,,,,,,,,,,,,,,,,,,,,,,,,33017.0,-51886.0,-69750.0,-69750.0,-69750.0,-1068095.0
0400003551,2022,1628700.0,1628700.0,581205.0,1244821.0,,,3319.0,-1050814.0,,,188975.0,663616.0,,1244821.0,,1194095.0,1193971.0,123.0,,50725.0,,6464.0,470884.0,,3756.0,,44261.0,,,,,,47563.0,,,31153.0,,4464.0,,,,,,,,,,,,,,,,,,,,,,,,100463.0,21746.0,17281.0,17281.0,17281.0,-1050814.0
0400003551,2023,196784.0,196784.0,200542.0,410007.0,,,3319.0,439.0,,,173200.0,209464.0,,410007.0,,208446.0,208322.0,123.0,,201560.0,,30065.0,36264.0,,,,171495.0,,,,,,222.0,,,310016.0,,4282.0,,1602.0,,,,,,,,,,,,,,,,,,,,531915.0,,835462.0,525222.0,520940.0,519337.0,519337.0,-531476.0
0400008697,2014,62000.0,,1152877.0,1781251.0,,,1090877.0,,,23104.0,11382.0,605268.0,,1781251.0,,,455493.0,23887.0,8975.0,1301870.0,246921.0,447083.0,593336.0,2332.0,549.0,55137.0,541419.0,,,,,769485.0,48146.0,,,13535.0,,,,124026.0,,,157163.0,93825.0,,,,,,,,,,8529.0,,,,507.0,985.0,,,1212259.0,381092.0,373522.0,250003.0,250988.0,250988.0
0400008697,2015,62000.0,,1067395.0,2040322.0,,,1005395.0,,,24179.0,94090.0,948747.0,,2040322.0,,,537835.0,23887.0,,1478598.0,75654.0,540347.0,853505.0,2351.0,1151.0,55361.0,804883.0,,,,,718092.0,80307.0,-967.0,,23394.0,,,,123544.0,2720.0,5280.0,,350280.0,,,,,,,,,,6460.0,,,,1645.0,3194.0,87567.0,,1216955.0,396128.0,389416.0,264797.0,262712.0,262712.0
0400008697,2016,62000.0,,987220.0,1948924.0,,,925220.0,,,25916.0,40586.0,935787.0,,1948924.0,,,551356.0,24157.0,,1373410.0,120945.0,594128.0,895200.0,2974.0,,55469.0,599891.0,,,,,730592.0,75450.0,,,13459.0,,,,77002.0,4080.0,7920.0,,250200.0,,,,,,,,,,9772.0,,,,2342.0,4546.0,83547.0,,1066908.0,247406.0,248765.0,170025.0,166652.0,166652.0
0400008697,2017,62000.0,,906287.0,2157007.0,,,844287.0,,,23824.0,,1226894.0,,2157007.0,,521515.0,495115.0,26400.0,,1635491.0,124914.0,851875.0,1226894.0,1811.0,,55518.0,601371.0,,,,,759871.0,77900.0,,,13686.0,,,,83455.0,,,,250200.0,,,,,,,,,,9203.0,,,,2092.0,4061.0,76871.0,,1106317.0,254859.0,250630.0,169266.0,173328.0,173328.0
0400008697,2018,62000.0,,1037638.0,2169420.0,,,975638.0,,,25093.0,49083.0,1106688.0,,2169420.0,,512713.0,495503.0,17210.0,,1656707.0,477110.0,241695.0,1057605.0,8375.0,,55555.0,873970.0,,,,,810870.0,83761.0,,,14516.0,,12326.0,,187966.0,3950.0,7669.0,128887.0,250200.0,,,,,,,,,,13869.0,13869.0,,,2682.0,5206.0,,,1478391.0,569243.0,570786.0,381550.0,379087.0,379087.0
0400008697,2019,62000.0,,1176078.0,2370582.0,,,1114078.0,,,23080.0,22387.0,1171423.0,,2370582.0,,505621.0,488411.0,17210.0,,1864961.0,573020.0,307902.0,1149035.0,9547.0,,55555.0,918934.0,,,,,822415.0,66556.0,,,13144.0,,11221.0,,165230.0,,,142348.0,250200.0,,,,,,,,,,12629.0,12629.0,,,2013.0,3908.0,,,1459993.0,557878.0,559285.0,396068.0,399977.0,399977.0
0400008697,2020,62000.0,,1296275.0,2510909.0,,,1234275.0,,,10211.0,,1204422.0,,2510909.0,,559331.0,541011.0,18320.0,,1951578.0,796239.0,533576.0,1204422.0,3198.0,,0.0,618564.0,,,,,796162.0,91148.0,,,16572.0,,11773.0,,166476.0,4957.0,12137.0,114048.0,300240.0,,,,,,,,,,14605.0,14605.0,,,2826.0,5989.0,,,1475096.0,586212.0,589044.0,420436.0,414288.0,414288.0
0400008697,2021,62000.0,62000.0,1679226.0,2914445.0,,,1617226.0,,,7684.0,,1227534.0,,2914445.0,,479497.0,461177.0,18320.0,,2434947.0,740010.0,642406.0,1227534.0,3275.0,,,1049255.0,,,,,825968.0,79833.0,,,14073.0,,13461.0,,231058.0,0.0,0.0,388258.0,300240.0,,,,,,,,,,11635.0,11635.0,,,2526.0,5307.0,,,1833423.0,913548.0,911722.0,683191.0,688498.0,688498.0
0400008697,2022,62000.0,62000.0,1929583.0,3568201.0,,,1867583.0,0.0,,5325.0,,1633291.0,,3568201.0,,467407.0,447451.0,19956.0,,3100794.0,665571.0,829526.0,1633291.0,3261.0,,664355.0,938078.0,,,,,775420.0,79048.0,,,11445.0,,26001.0,,186175.0,,,255258.0,300240.0,300240.0,,,,,,,,,11823.0,11823.0,,,2358.0,4900.0,,,1614507.0,748593.0,734414.0,550597.0,555498.0,555498.0
0400008697,2023,62000.0,62000.0,2024171.0,3519697.0,,,1962171.0,0.0,,3339.0,,1492186.0,,3519697.0,,418753.0,398797.0,19956.0,,3100943.0,543061.0,524455.0,1491626.0,2074.0,559.0,648922.0,1382429.0,,,,,750990.0,73043.0,,,15099.0,,40311.0,,139494.0,,,98699.0,300240.0,300240.0,,,,,,,,,19367.0,19367.0,,,1985.0,4112.0,,,1392413.0,553280.0,532335.0,394827.0,398939.0,398939.0
0400008994,2015,62000.0,,4248142.0,5396870.0,,,4179916.0,,6226.0,58981.0,6524.0,1089747.0,,5396870.0,,,878713.0,282475.0,,4235682.0,265325.0,1158066.0,1083223.0,,,445000.0,2367291.0,,,,,789336.0,118028.0,18755.0,,32133.0,,,,331875.0,,,477640.0,547945.0,,,,,,,,,,35757.0,,,,,,547945.0,,1784462.0,803221.0,809515.0,477640.0,477640.0,477640.0
0400008994,2016,62000.0,,4057969.0,4999303.0,,,3995969.0,,,,,941334.0,,4999303.0,,,919858.0,282475.0,,3796970.0,279522.0,1249266.0,941334.0,,,445000.0,1823182.0,,,,,795181.0,102405.0,,,39514.0,,,,300430.0,,,333484.0,714286.0,,,,,,,,,,10793.0,,,,,,,,2390893.0,1360804.0,1348200.0,1047770.0,1047770.0,1047770.0
0400008994,2017,62000.0,,4059420.0,4873849.0,,,3995969.0,1451.0,,,,814429.0,,4873849.0,,1428017.0,1145542.0,282475.0,,3445832.0,370126.0,1457192.0,814429.0,6858.0,,462946.0,1148710.0,,,,,804082.0,158317.0,,,56855.0,,22175.0,,426118.0,,,,728571.0,,,,,,,,,,32500.0,32500.0,,,,,,,2165069.0,1145815.0,1156140.0,730022.0,730022.0,730022.0
0400008994,2018,62000.0,,4137732.0,4711300.0,,,3995969.0,79763.0,,,,573568.0,,4711300.0,,1355587.0,1073112.0,282475.0,,3355713.0,390372.0,1482747.0,573568.0,6858.0,,462946.0,1012790.0,,,,,882340.0,158027.0,116006.0,,47841.0,,24816.0,,268979.0,,,,571429.0,,,,,,,,,,1162.0,1162.0,,,,,,,2243550.0,942374.0,918720.0,649741.0,649741.0,651192.0
0400008994,2019,62000.0,,4245210.0,5296796.0,,,4103447.0,79763.0,,,146667.0,1051586.0,,5296796.0,,1396500.0,1114025.0,282475.0,,3900296.0,388359.0,1848617.0,904919.0,,,542946.0,1120374.0,,,,,928506.0,203087.0,29693.0,,44627.0,,22482.0,,416772.0,,,667721.0,,,,,,,,,,,21834.0,21834.0,,,,,,,2291054.0,1085141.0,1084493.0,667721.0,667721.0,747484.0
0400008994,2020,62000.0,62000.0,4565935.0,5824723.0,,,4424172.0,79763.0,,,127184.0,1258788.0,,5824723.0,,1292637.0,1010162.0,282475.0,,4532086.0,354142.0,1686516.0,1131604.0,,,662946.0,1828482.0,,,,,1114218.0,198363.0,2969.0,,48344.0,,28432.0,,296939.0,,,1007282.0,,,,,,,,,,,81091.0,81091.0,,,,,,,2615456.0,1251562.0,1304221.0,1007282.0,1007282.0,1087045.0
0400008994,2021,62000.0,62000.0,5077414.0,5944481.0,,,4090689.0,924725.0,,,29006.0,867067.0,,5944481.0,,1059608.0,777133.0,282475.0,,4884873.0,432869.0,2155786.0,838061.0,,,782946.0,1513272.0,,,,,1209662.0,233030.0,29411.0,,48515.0,,25844.0,,382795.0,,,,,,,,,,,,,,94592.0,94592.0,,,,,,,2679627.0,1159009.0,1227757.0,844962.0,844962.0,924725.0
0400008994,2022,62000.0,62000.0,5730599.0,6585902.0,,,3645689.0,2022910.0,,,,855303.0,,6585902.0,,1345028.0,1062553.0,282475.0,,5240874.0,377020.0,2472962.0,855303.0,13248.0,,437946.0,1939698.0,,,,,1204580.0,152534.0,11559.0,,53032.0,,29865.0,,496674.0,,,,,,,,,,,,,,118524.0,118524.0,,,,,,,2927905.0,1506200.0,1594859.0,1098185.0,1098185.0,2022910.0
0400008994,2023,62000.0,62000.0,6021313.0,6690124.0,,,3645689.0,2313624.0,,,,668811.0,,6690124.0,,1241898.0,1241898.0,,,5448226.0,544622.0,1554641.0,668811.0,14416.0,,2637946.0,696601.0,,,,,1215663.0,126388.0,32228.0,,609546.0,,40203.0,,133447.0,,,,,,,,,,,,,,125060.0,125060.0,,,,,,,2323129.0,339304.0,424161.0,290714.0,290714.0,2313624.0
0400033047,2013,1500000.0,,23537270.0,26230200.0,,,22037270.0,,,,,2692929.0,,26230200.0,4574.0,,1261791.0,2005.0,12800000.0,24961828.0,3008976.0,4628218.0,2691405.0,621066.0,1524.0,3116162.0,787407.0,9100865.0,,,2947059.0,1687528.0,311950.0,4125.0,,206201.0,,,,,,,89184.0,,,,,,13940251.0,,,,76830.0,503880.0,,8000.0,,,,,,,-240647.0,89184.0,89184.0,89184.0,89184.0
0400033047,2014,1500000.0,,24101498.0,26928690.0,,,22601498.0,,,,,2827193.0,,26928690.0,20318.0,,1039020.0,2253.0,12800000.0,25867098.0,2988097.0,6052752.0,2813290.0,517244.0,13903.0,2116162.0,1392841.0,11126683.0,,,3135866.0,1784398.0,286120.0,,,60729.0,,,,,,,564227.0,,,250000.0,,,16820192.0,,,,54125.0,521066.0,,,,,,,,,480518.0,814227.0,814227.0,814227.0,814227.0
0400033047,2015,1500000.0,,24405460.0,27108538.0,,,22905460.0,,,,,2703078.0,,27108538.0,15470.0,,1186359.0,1594.0,12800000.0,25905114.0,3336120.0,5731630.0,2696595.0,511630.0,6482.0,2366162.0,1159569.0,11466162.0,,,3032249.0,2059092.0,237679.0,7802.0,,76155.0,,,,,,,303962.0,,,130000.0,,,16831428.0,,,,158014.0,528341.0,,904.0,,,,,,,110301.0,433962.0,433962.0,433962.0,433962.0
0400033047,2016,1500000.0,,24692308.0,28783678.0,,,23192308.0,,,,,4091368.0,,28783678.0,11353.0,,2055945.0,2170.0,12800000.0,26714208.0,3141958.0,7114005.0,4035193.0,528104.0,56175.0,1866162.0,1263977.0,13129994.0,,,3274728.0,2076391.0,254269.0,-7000.0,,80703.0,,,,13667.0,,,286848.0,,,400000.0,,,19196580.0,,-126373.0,,156193.0,534241.0,,11566.0,,,,,,,427169.0,700515.0,686848.0,686848.0,686848.0
0400033047,2017,1500000.0,,25027916.0,31120536.0,,,23527916.0,,,241968.0,,5850650.0,,31120536.0,7353.0,2291730.0,2281869.0,2507.0,12800000.0,28828806.0,3177880.0,9580205.0,5773018.0,541046.0,77631.0,2116162.0,613510.0,19245706.0,,,3551347.0,2308142.0,348579.0,48523.0,,94830.0,,305164.0,163.0,150508.0,,,335608.0,,,1540000.0,,,27391226.0,,41762.0,,182994.0,544560.0,544560.0,10000.0,10000.0,,,,,,1786720.0,2026116.0,1875608.0,1875608.0,1875608.0
0400033047,2018,1500000.0,,25315322.0,30126984.0,,,23815322.0,,,241200.0,,4570460.0,,30126984.0,3353.0,2060327.0,2056973.0,,12800000.0,28066656.0,3399791.0,6143023.0,4089006.0,533531.0,481454.0,2516162.0,2674147.0,14235810.0,,,3396853.0,2331269.0,373003.0,24567.0,,85994.0,,325085.0,100234.0,137524.0,,,287405.0,,,650000.0,,,21192758.0,,82954.0,,138683.0,551702.0,551702.0,7500.0,7500.0,,,,,,874931.0,1101548.0,964024.0,964024.0,964024.0
0400033047,2019,1500000.0,,25759052.0,32175948.0,,,24259052.0,,,241200.0,,6175694.0,,32175948.0,,2213200.0,2213200.0,,12800000.0,29962748.0,3059204.0,8746505.0,5959161.0,538058.0,216533.0,2516162.0,2302817.0,15009002.0,,,4129840.0,2228263.0,416935.0,,,92403.0,,330428.0,,202976.0,,,443730.0,,,590000.0,,,22818840.0,,-27674.0,,140168.0,538746.0,538746.0,1600.0,1600.0,,,,,,1056489.0,1264807.0,1061831.0,1061831.0,1061831.0
0400033047,2020,1500000.0,1500000.0,25711078.0,31466862.0,,,24211078.0,,,281200.0,,5474583.0,,31466862.0,,2048724.0,2048724.0,,12800000.0,29418138.0,3213599.0,8421210.0,5395006.0,541612.0,79577.0,2516162.0,1925554.0,12419652.0,,,4224646.0,2148287.0,469782.0,-145592.0,,75018.0,,247962.0,,796.0,,,,,,230000.0,,,18908478.0,,31028.0,,167785.0,544941.0,544941.0,10344.0,10344.0,,,47973.0,,,-114157.0,182822.0,182026.0,182026.0,182026.0
0400033047,2021,1500000.0,1500000.0,26368588.0,33908944.0,,,24868588.0,,,256200.0,,7284156.0,,33908944.0,,1912326.0,1912326.0,,12800000.0,31996618.0,3891786.0,9637930.0,7252523.0,561630.0,31632.0,2494631.0,2610639.0,18411108.0,,26595570.0,5142744.0,2592094.0,412955.0,-31679.0,-25000.0,76581.0,,319015.0,16767.0,217632.0,,,657508.0,,0.0,0.0,,,26677696.0,27214810.0,341839.0,32096.0,161533.0,574917.0,574917.0,1644.0,1644.0,,,0.0,,,619238.0,875141.0,657508.0,657508.0,657508.0
0400033047,2022,1500000.0,1500000.0,26016530.0,34368688.0,,,24516530.0,,,230372.0,,8121784.0,,34368688.0,,2068135.0,2068135.0,,12800000.0,32300550.0,4465921.0,9487299.0,8092597.0,594668.0,29186.0,2293386.0,2659274.0,15441281.0,,23908086.0,5437821.0,2685191.0,347449.0,-83162.0,-25828.0,105331.0,,556193.0,0.0,1432.0,,,0.0,,,,,,24363516.0,23527482.0,-985620.0,61657.0,87428.0,586172.0,586172.0,500.0,500.0,,,352056.0,,,-380603.0,-350623.0,-352056.0,-352056.0,-352056.0
0400063434,2013,130144.0,,192740.0,1271038.0,,,56635.0,5961.0,,,369891.0,1078297.0,,1271038.0,,,437463.0,,,833575.0,71460.0,366466.0,698473.0,1363.0,9932.0,367239.0,27045.0,,,,,346106.0,78138.0,,,5504.0,,,,41662.0,,,,538000.0,,,,,,,,,,3710.0,,,,,,,,583572.0,153822.0,138039.0,96376.0,96376.0,543961.0
0400063434,2014,515344.0,,666324.0,1373091.0,,,150980.0,,,,340257.0,706767.0,,1373091.0,,,409445.0,,,963645.0,96522.0,404238.0,364054.0,,2454.0,402536.0,60347.0,,,,,470608.0,61479.0,,,3991.0,,,,109829.0,,,124215.0,100000.0,,,,,,,,,,9367.0,,,,,,29871.0,,844072.0,307992.0,298212.0,188383.0,188383.0,194344.0
0400063434,2015,515344.0,,768995.0,1416589.0,,,253651.0,,,,297205.0,647594.0,,1416589.0,,,360733.0,,,1055856.0,78952.0,379487.0,345588.0,,4800.0,543472.0,53944.0,,,,,513147.0,62923.0,7850.0,,3183.0,,,,90041.0,,,102670.0,49507.0,,75000.0,,,,,,,,2366.0,,,,,,,,919968.0,332864.0,317219.0,227178.0,227178.0,227178.0
0400063434,2016,515344.0,,787210.0,1414390.0,,,271866.0,,,,272828.0,627179.0,,1414390.0,,,359076.0,,,1055314.0,117988.0,414798.0,351951.0,6000.0,2400.0,458446.0,58080.0,,,,,520660.0,92270.0,29402.0,,6192.0,,,,34779.0,,,18215.0,49507.0,,75000.0,,,,,,,,517.0,,,,,,,,842917.0,194391.0,177503.0,142723.0,142723.0,142723.0
0400063434,2017,515344.0,,864939.0,1420606.0,,,349595.0,,,,261147.0,555666.0,,1420606.0,,345337.0,345337.0,,,1075268.0,50555.0,403157.0,289719.0,,4800.0,583118.0,38436.0,,,,,561236.0,73079.0,20218.0,,8247.0,,19448.0,,65222.0,,,77728.0,24753.0,,37500.0,,,,,,,,2274.0,2274.0,,,,,,,885159.0,222378.0,205204.0,139982.0,139982.0,139982.0
0400063434,2018,130144.0,,549346.0,1267735.0,,,419202.0,,,,214535.0,718389.0,,1267735.0,30170.0,332906.0,302736.0,,,934828.0,140840.0,406498.0,490813.0,,13039.0,160647.0,226842.0,,,,,581420.0,81770.0,36990.0,,4135.0,,26841.0,,35929.0,,,69606.0,,,,,,,,,,,1012.0,1012.0,,,,,,,835682.0,131365.0,105536.0,69606.0,69606.0,69606.0
0400063434,2019,130144.0,,499449.0,1188602.0,,,369305.0,,,,180708.0,689153.0,,1188602.0,22627.0,267703.0,245076.0,,,920899.0,95197.0,343625.0,498668.0,,9776.0,166931.0,315145.0,,,,,578501.0,69286.0,-1398.0,,7356.0,,11767.0,,44242.0,,,74319.0,124215.0,,,,,,,,,,165.0,165.0,,,,,124215.0,,783908.0,130163.0,118561.0,74319.0,74319.0,74319.0
0400063434,2020,130144.0,130144.0,637439.0,1319618.0,,,507295.0,,,,158178.0,682179.0,,1319618.0,15085.0,212915.0,197830.0,,,1106703.0,84071.0,236769.0,509610.0,,14390.0,167544.0,618318.0,,,,,561926.0,54788.0,-63366.0,,70233.0,,20451.0,,65302.0,,,137989.0,,,,,,,,,,,3109.0,3109.0,,,,,,,844216.0,220634.0,203292.0,137989.0,137989.0,137989.0
0400063434,2021,130144.0,130144.0,617199.0,1279250.0,,,487055.0,,,,137770.0,662050.0,,1279250.0,7542.0,176474.0,168931.0,,,1102776.0,97621.0,311097.0,511168.0,,13111.0,167544.0,526513.0,,,,,561430.0,54624.0,3397.0,,4375.0,,20129.0,,53343.0,,,114396.0,120886.0,120886.0,,,,,,,,,1752.0,1752.0,,,,13749.0,120886.0,,796195.0,172368.0,153990.0,100647.0,114396.0,114396.0
0400063434,2022,130144.0,130144.0,649148.0,1499008.0,,,519004.0,,,,116284.0,849860.0,,1499008.0,,214516.0,214516.0,,,1284491.0,42509.0,379375.0,716460.0,,17115.0,162968.0,699637.0,,,,,693424.0,43402.0,-4196.0,,9306.0,,23870.0,,46968.0,,,109676.0,77728.0,77728.0,,,,,,,,,2990.0,2990.0,,,,,77728.0,,919462.0,177525.0,156645.0,109676.0,109676.0,109676.0
0400071550,2014,84923.0,,292461.0,746338.0,,,207537.0,,,7500.0,,446376.0,,746338.0,,,36368.0,21300.0,,688669.0,95760.0,382818.0,443808.0,,2567.0,,210091.0,,,,,611941.0,21459.0,,,9124.0,,,,47122.0,,,4191.0,75000.0,,100000.0,,,,,,,,884.0,,778.0,,,,,,878555.0,228529.0,226314.0,179191.0,179191.0,179191.0
0400071550,2015,84923.0,,324881.0,756545.0,,,239957.0,,,,,431664.0,,756545.0,,,30063.0,21300.0,,705182.0,88185.0,478065.0,423479.0,2044.0,8184.0,,136886.0,,,,,597901.0,20252.0,,,14280.0,,,,44283.0,,,32419.0,50000.0,,100000.0,,,,,,,,296.0,,7000.0,,,,,,857447.0,232512.0,226702.0,182419.0,182419.0,182419.0
0400071550,2016,84923.0,,326371.0,944766.0,,,241447.0,,,,,618395.0,,944766.0,,,37043.0,23345.0,,884378.0,85493.0,501244.0,610077.0,,8317.0,,297640.0,,,,,568170.0,19634.0,,,4611.0,,,,52113.0,,,1490.0,90000.0,,125000.0,,,,,,,,2074.0,,826.0,,,,,,882126.0,289709.0,268603.0,216490.0,216490.0,216490.0
0400071550,2017,84923.0,,326114.0,735639.0,,,241191.0,,,8000.0,,401524.0,,735639.0,,96382.0,71282.0,25100.0,,639257.0,65177.0,514079.0,384095.0,,17429.0,,60000.0,,,,,556859.0,28893.0,,,13225.0,,10635.0,,29691.0,,,,45000.0,,80000.0,,,,,,,,4506.0,4506.0,6500.0,6500.0,,,256.0,,767542.0,160563.0,154434.0,124743.0,124743.0,124743.0
0400071550,2018,84923.0,,327433.0,569796.0,,,242509.0,,,,,242363.0,,569796.0,,66606.0,41506.0,25100.0,,503190.0,66455.0,281205.0,227929.0,1576.0,14433.0,,153952.0,,,,,533308.0,23876.0,,,8381.0,,5081.0,313.0,22642.0,,,1318.0,35000.0,,,,,,,,,,1245.0,1245.0,100.0,100.0,,,,,620675.0,62795.0,58960.0,36318.0,36318.0,36318.0
0400071550,2019,84923.0,,198468.0,570303.0,,,125509.0,-11964.0,,,24516.0,371834.0,,570303.0,,74553.0,62248.0,12305.0,,495750.0,75442.0,242087.0,338968.0,1573.0,8350.0,,176647.0,,,,,524668.0,25316.0,,,4818.0,,3227.0,0.0,729.0,,,0.0,117000.0,,,,,,,,,,362.0,362.0,3066.0,3066.0,,,117000.0,,546434.0,-8368.0,-11234.0,-11964.0,-11964.0,-11964.0
0400071550,2020,84923.0,84923.0,175196.0,689976.0,,,90272.0,0.0,,,68308.0,514780.0,,689976.0,,220067.0,196572.0,23495.0,,469909.0,71471.0,311645.0,438756.0,981.0,7716.0,,85811.0,,,,,546590.0,40640.0,,,6032.0,,8369.0,,5991.0,,,,,,,,,,,,,,2678.0,2678.0,0.0,0.0,,,35236.0,,581673.0,-11589.0,-17280.0,-23272.0,-23272.0,-35236.0
0400071550,2021,84923.0,84923.0,-12082.0,731446.0,,,12513.0,-109519.0,,,80898.0,743528.0,,731446.0,10605.0,251359.0,217259.0,23495.0,,480087.0,95809.0,341808.0,662630.0,4293.0,0.0,,38175.0,,,,,548259.0,50644.0,,,8098.0,,19601.0,698.0,508.0,,,,,,,,,,,,,,2540.0,2540.0,4158.0,4158.0,,,77759.0,,437992.0,-169709.0,-186770.0,-187279.0,-187279.0,-187279.0
0400071550,2022,84923.0,84923.0,-1140925.0,312420.0,,,12513.0,-1238362.0,,543750.0,4755.0,909595.0,,312420.0,0.0,64324.0,33919.0,30405.0,,248095.0,23509.0,63639.0,904839.0,0.0,,,160947.0,,,,,0.0,0.0,261.0,,837.0,,1063.0,0.0,0.0,,,,,,,,,,,,,,253.0,253.0,0.0,0.0,,,0.0,,-3444.0,-4543.0,-5354.0,-5354.0,-5354.0,-1238362.0
0400071649,2014,855387.0,,16751567.0,33774464.0,113912.0,,15782267.0,,,865933.0,1930670.0,16156964.0,,33774464.0,127669.0,,4741315.0,2526326.0,,26379152.0,10531323.0,12601537.0,14188173.0,415022.0,38120.0,1664141.0,1167129.0,38197156.0,,,4652435.0,5645618.0,419437.0,-70956.0,,114508.0,,,,1345983.0,,,2782093.0,,,,,,47963316.0,,3376142.0,,1791157.0,306946.0,,4735.0,,,,,,,4123862.0,4128076.0,2782093.0,2782093.0,2782093.0
0400071649,2015,855387.0,,13448157.0,39861576.0,113912.0,,12478857.0,,,1205291.0,11028017.0,25208128.0,,39861576.0,127349.0,,4650655.0,7736608.0,,27346964.0,8931057.0,10985049.0,14032962.0,613234.0,147150.0,2275500.0,4542123.0,46074272.0,,,6163142.0,5747844.0,411427.0,145469.0,,132684.0,,,,1428056.0,,,2884090.0,6000000.0,,,,,61966536.0,,-26035.0,,1500269.0,313304.0,,14423.0,,187500.0,,6000000.0,,,4426570.0,4124647.0,2884090.0,2884090.0,2884090.0
0400071649,2016,855387.0,,18158796.0,42160996.0,113912.0,,17189498.0,,,1051024.0,8806786.0,22951174.0,,42160996.0,132203.0,,4582523.0,7638152.0,,29808116.0,8435951.0,12999965.0,14099175.0,359571.0,45212.0,4002000.0,4010628.0,45935896.0,,,6186726.0,7029421.0,419555.0,53726.0,,83067.0,,,,3457161.0,,749998.0,4050641.0,2000000.0,,,,,68857152.0,,-751455.0,,1705166.0,348352.0,,9834.0,,90000.0,,,,,10256742.0,10167801.0,6800640.0,6050641.0,6050641.0
0400071649,2017,855387.0,,7844700.0,36678756.0,113912.0,,6875401.0,,,972797.0,14604822.0,27861258.0,,36678756.0,137402.0,10947837.0,4460262.0,6350172.0,,25730918.0,8680349.0,13447555.0,13127118.0,252088.0,129317.0,3001.0,3347924.0,34921960.0,,,6067796.0,7171249.0,455986.0,-19267.0,,354524.0,,491519.0,2666.0,2493552.0,,,,16179600.0,,,,,54062676.0,,247041.0,,1907547.0,1505341.0,1505341.0,4658.0,4658.0,,97500.0,10216596.0,,,7345234.0,8359056.0,5865504.0,5963004.0,5963004.0
