enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0401722926,LIXON,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Quai de la Darse,14,,6030,Charleroi,België,"41201:Algemene bouw van residentiële gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 41201:Algemene bouw van residentiële gebouwen; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0401739950,SCOLAS,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue des Mineurs(PER),25,,7134,Binche,België,"43120:Bouwrijp maken van terreinen; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven"
0401740742,TRAVAUX et EXPLOITATIONS,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue de Sartiau(THN),17,,6530,Thuin,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0401743217,IMMO E411,Rechtspersoon,Actief,1947-06-06,Naamloze vennootschap,Avenue Vésale,13,,1300,Wavre,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0401818144,ENTREPRISES GENERALES DHERTE,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Lieutenant Cottonstraat,15,,7880,Flobecq,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 68100:Handel in eigen onroerend goed
0401860013,Automatic Alarm,Rechtspersoon,Actief,1967-06-06,Naamloze vennootschap,Kouterveldstraat,7A,1,1831,Machelen (Brab.),België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
0401869713,Weishaupt,Rechtspersoon,Actief,1961-03-24,Naamloze vennootschap,Paapsemlaan,7,,1070,Anderlecht,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 46742:Groothandel in installatiemateriaal voor loodgieterswerk en verwarming; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0401901286,Etablissements J.et P. Lemaire,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Koekelberglaan,56,,1082,Sint-Agatha-Berchem,België,41201:Algemene bouw van residentiële gebouwen; 41202:Algemene bouw van kantoorgebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0401902177,TEIN TECHNOLOGY,Rechtspersoon,Actief,1954-04-30,Naamloze vennootschap,Weldoenersplein,7,,1030,Schaarbeek,België,43211:Elektrotechnische installatiewerken aan gebouwen; 26300:Vervaardiging van communicatieapparatuur; 46900:Niet-gespecialiseerde groothandel
0401903959,Masser,Rechtspersoon,Actief,1948-01-15,Naamloze vennootschap,Nederokkerzeelsesteenweg,6,,3071,Kortenberg,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0401962753,SETIP-GCUBE,Rechtspersoon,Actief,1965-03-02,Naamloze vennootschap,Rusatiralaan,8,,1083,Ganshoren,België,43910:Dakwerkzaamheden; 43291:Isolatiewerkzaamheden; 43320:Schrijnwerk; 43910:Dakwerkzaamheden
0401966317,VASTGOEDMAATSCHAPPIJ KREGLINGER - COMPAGNIE IMMOBILIERE KREGLINGER,Rechtspersoon,Actief,1963-01-16,Naamloze vennootschap,Grote Markt,7,,2000,Antwerpen,België,"41102:Ontwikkeling van niet-residentiële bouwprojecten; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0401998979,Promotions Générales Immobilières et Investissements,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Edmond Picardstraat,9,10,1050,Elsene,België,41101:Ontwikkeling van residentiële bouwprojecten
0402010164,Studie en Constructie van Immobiliëren - Société d'Etudes et de Construction Immobilières,Rechtspersoon,Actief,1964-02-19,Naamloze vennootschap,Alfons Gossetlaan,3,,1702,Dilbeek,België,41201:Algemene bouw van residentiële gebouwen
0402031346,CEGELEC,Rechtspersoon,Actief,1960-11-17,Naamloze vennootschap,Bourgetlaan,44,,1130,Brussel,België,43211:Elektrotechnische installatiewerken aan gebouwen; 27120:Vervaardiging van schakel- en verdeelinrichtingen
0402035997,SEPCCO,Rechtspersoon,Actief,1959-02-10,Naamloze vennootschap,Humaniteitslaan,247,,1620,Drogenbos,België,43332:Plaatsen van vloerbedekking en wandbekleding van hout; 43332:Plaatsen van vloerbedekking en wandbekleding van hout
0402037086,Fabima,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Schietschijfstraat,64-68,,1030,Schaarbeek,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 25120:Vervaardiging van metalen deuren en vensters
0402043224,IGM,Rechtspersoon,Actief,1963-05-21,Naamloze vennootschap,Pierre Biddaerstraat,28,,1070,Anderlecht,België,43320:Schrijnwerk; 16230:Vervaardiging van ander schrijn- en timmerwerk
0402052231,AGNEESSENS Renovation,Rechtspersoon,Actief,1954-06-18,Naamloze vennootschap,Chaussée de Louvain,289,,1410,Waterloo,België,43333:Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen; 43999:Overige gespecialiseerde bouwwerkzaamheden
0402052825,Marbrerie G. Allard et fils,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Heideveld,58,,1651,Beersel,België,"23700:Houwen, bewerken en afwerken van natuursteen; 43331:Plaatsen van vloer- en wandtegels; 23700:Houwen, bewerken en afwerken van natuursteen"
0402054409,SOCATRA,Rechtspersoon,Actief,1967-07-18,Naamloze vennootschap,Roodebeeklaan,24,,1030,Schaarbeek,België,41201:Algemene bouw van residentiële gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen
0402141412,Immobilière de la Petite Ile,Rechtspersoon,Actief,1941-01-07,Naamloze vennootschap,Avenue Reine Astrid,92,,1310,La Hulpe,België,41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten
0402146162,Anciens Etablissements L. Degeorge,Rechtspersoon,Actief,1949-01-01,Naamloze vennootschap,Elzeboomlaan,21,,1180,Ukkel,België,43995:Restaureren van bouwwerken; 43310:Stukadoorswerk; 43341:Schilderen van gebouwen; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen
0402193573,DD Style Promotions,Rechtspersoon,Actief,1901-01-01,Naamloze vennootschap,Lambermontlaan,310,,1030,Schaarbeek,België,41101:Ontwikkeling van residentiële bouwprojecten
0402210795,BUYSSE & PARTNERS SMART ASSETS,Rechtspersoon,Actief,1930-01-07,Naamloze vennootschap,Jan Van Rijswijcklaan,162/1,,2020,Antwerpen,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0402273351,Etablissements H. Doome et Fils,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue de Messitert,3,,4880,Aubel,België,43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden; 43221:Loodgieterswerk; 43291:Isolatiewerkzaamheden
0402309775,ENTREPRISES WILKIN,Rechtspersoon,Actief,1959-05-21,Naamloze vennootschap,Route du Village,82-84,,4821,Dison,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 43120:Bouwrijp maken van terreinen; 43999:Overige gespecialiseerde bouwwerkzaamheden
0402355010,PONCELET SIGNALISATION,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue de l'Arbre St-Michel,89,,4400,Flémalle,België,"46739:Groothandel in overige bouwmaterialen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 26300:Vervaardiging van communicatieapparatuur; 46739:Groothandel in overige bouwmaterialen; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0402375301,Bétons et Matériaux,Rechtspersoon,Actief,1923-03-17,Naamloze vennootschap,Rue du Rond Point,243,,6060,Charleroi,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 46731:Groothandel in bouwmaterialen, algemeen assortiment"
0402387573,Entreprises Cop et Portier,Rechtspersoon,Actief,1959-02-25,Naamloze vennootschap,Rue des Awirs(AWR),270,,4400,Flémalle,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden
0402404104,Gravaubel,Rechtspersoon,Actief,1941-12-31,Naamloze vennootschap,Avenue de l'Indépendance,83,,4020,Liège,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0402408359,be at home,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue des Grosses Pierres,17,C,4870,Trooz,België,41101:Ontwikkeling van residentiële bouwprojecten
0402421326,Entreprise générale  MOUREAU François et ses fils,Rechtspersoon,Actief,1953-04-30,Naamloze vennootschap,Boulevard d'Avroy,7/C,,4000,Liège,België,41201:Algemene bouw van residentiële gebouwen
0402443595,Etablissements Jean Wust,Rechtspersoon,Actief,1968-02-09,Naamloze vennootschap,Rue Grondal,14,,4890,Thimister-Clermont,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0402458344,Henkens frères,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Rue Saint-Martin,6,,4841,Welkenraedt,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0402508428,NEU-JKF Benelux,Rechtspersoon,Actief,1947-10-06,Naamloze vennootschap,Drukpersstraat,4,,1000,Brussel,België,"28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk"
0402528323,DE GRAEVE ENTREPRISES GENERALES,Rechtspersoon,Actief,1965-01-19,Naamloze vennootschap,Avenue Reine Elisabeth(BZ),16,,5000,Namur,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 33150:Reparatie en onderhoud van schepen; 42919:Waterbouw, m.u.v. baggerwerken; 43299:Overige bouwinstallatie, n.e.g."
0402557027,Entreprises Lambert,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,"Rue Alvaux, Biesme",5,,5640,Mettet,België,42110:Bouw van autowegen en andere wegen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
0402559502,Entreprises Paul Frateur,Rechtspersoon,Actief,1953-04-01,Naamloze vennootschap,"Rue de la Polissoire, Bos.",1,,5032,Gembloux,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43999:Overige gespecialiseerde bouwwerkzaamheden
0402570982,ENTREPRISE ROSE,Rechtspersoon,Actief,1967-08-03,Naamloze vennootschap,"Rue de la Vallée, Hanzinelle",256,,5620,Florennes,België,"43910:Dakwerkzaamheden; 25120:Vervaardiging van metalen deuren en vensters; 43910:Dakwerkzaamheden; 46900:Niet-gespecialiseerde groothandel; 47781:Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven"
0402604141,Etablissements De Bontridder,Rechtspersoon,Actief,1944-12-30,Naamloze vennootschap,August De Boeckstraat,66,,1140,Evere,België,43291:Isolatiewerkzaamheden
0402733112,Cie. GETE,Rechtspersoon,Actief,1956-10-10,Naamloze vennootschap,Hoogveldstraat,12,,8020,Oostkamp,België,41101:Ontwikkeling van residentiële bouwprojecten
0402754391,Sofimo,Rechtspersoon,Actief,1965-06-01,Naamloze vennootschap,Boterstraat,39,,8900,Ieper,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0402755381,Groep Terryn Construct,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Breulstraat,111,,8890,Moorslede,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 16210:Vervaardiging van fineer en van panelen op basis van hout; 41201:Algemene bouw van residentiële gebouwen; 43120:Bouwrijp maken van terreinen; 43291:Isolatiewerkzaamheden; 43343:Glaszetten; 43910:Dakwerkzaamheden
0402771813,BOUW- EN HOUTONDERNEMING VERSTRAETE,Rechtspersoon,Actief,1962-06-13,Naamloze vennootschap,Zwaaikomstraat,34,,8800,Roeselare,België,41201:Algemene bouw van residentiële gebouwen; 41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 41201:Algemene bouw van residentiële gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden
0402784778,EUROVIA BELGIUM,Rechtspersoon,Actief,1955-12-14,Naamloze vennootschap,Hof ter Vleestdreef,1,,1070,Anderlecht,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0402906029,PLEXO,Rechtspersoon,Actief,1949-03-24,Naamloze vennootschap,Vanderaeylaan,51,,1180,Ukkel,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0402935030,Union,Rechtspersoon,Actief,1923-02-28,Naamloze vennootschap,Franklin Rooseveltlaan,54,,1050,Brussel,België,41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten
0402937802,PRINTEMPS INVEST,Rechtspersoon,Actief,1947-12-20,Naamloze vennootschap,Edmond Parmentierlaan,38,,1150,Sint-Pieters-Woluwe,België,"28990:Vervaardiging van andere machines, apparaten en werktuigen voor  specifieke doeleinden, n.e.g.; 41101:Ontwikkeling van residentiële bouwprojecten; 46630:Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw"
0402938196,Agency in Belgium for Burners Import,Rechtspersoon,Actief,1964-01-01,Naamloze vennootschap,Bergense Steenweg,944-948,,1070,Anderlecht,België,"46731:Groothandel in bouwmaterialen, algemeen assortiment; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0402940077,"GESTIONS, SERVICES ET TRAVAUX",Rechtspersoon,Actief,1968-03-08,Naamloze vennootschap,Colignonplein,7,,1030,Schaarbeek,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 96012:Activiteiten van wasserettes en wassalons ten behoeve van particulieren"
0402940869,ISB BUILDING TECHNICS,Rechtspersoon,Actief,1950-10-10,Naamloze vennootschap,Koning Albert II-laan,19,,1210,Sint-Joost-ten-Node,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0402943740,Dynelec,Rechtspersoon,Actief,1951-02-23,Naamloze vennootschap,Orbanlaan,209,13,1150,Sint-Pieters-Woluwe,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 46431:Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur"
0402969474,IMTECH BELGIE,Rechtspersoon,Actief,1965-04-30,Naamloze vennootschap,Industrielaan,28,,1070,Anderlecht,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 33110:Reparatie van producten van metaal; 33200:Installatie van industriële machines, toestellen en werktuigen; 43221:Loodgieterswerk"
0402973335,FRANKI,Rechtspersoon,Actief,1968-02-21,Naamloze vennootschap,Chemin des Moissons,10,,4400,Flémalle,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0402981946,S.A. TROX Belgium N.V.,Rechtspersoon,Actief,1967-11-07,Naamloze vennootschap,Paapsemlaan,18G,,1070,Anderlecht,België,"46742:Groothandel in installatiemateriaal voor loodgieterswerk en verwarming; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0402982936,IMODEFF,Rechtspersoon,Actief,1942-07-28,Naamloze vennootschap,Louizalaan,335,,1050,Elsene,België,"68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten"
0403111313,Les Entreprises Electriques Charles Debeur,Rechtspersoon,Actief,1948-01-21,Naamloze vennootschap,Kroonlaan,371,,1050,Elsene,België,43211:Elektrotechnische installatiewerken aan gebouwen; 26300:Vervaardiging van communicatieapparatuur
0403144074,Rocke International Europe,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Terhulpsesteenweg,207,,1170,Watermaal-Bosvoorde,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 46140:Handelsbemiddeling in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen; 46693:Groothandel in elektrisch materiaal, inclusief installatiemateriaal"
0403217419,Univestors,Rechtspersoon,Actief,1965-11-24,Naamloze vennootschap,Louizalaan,367,,1050,Elsene,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0403219595,Finapal,Rechtspersoon,Actief,1962-01-01,Naamloze vennootschap,Bourgetlaan,42,,1130,Brussel,België,41101:Ontwikkeling van residentiële bouwprojecten; 73200:Markt- en opinieonderzoekbureaus
0403263444,AGORIA REAL ESTATE,Rechtspersoon,Actief,1968-01-01,Naamloze vennootschap,Auguste Reyerslaan,80,,1030,Schaarbeek,België,"41102:Ontwikkeling van niet-residentiële bouwprojecten; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 56101:Eetgelegenheden met volledige bediening; 56102:Eetgelegenheden met beperkte bediening; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0403272154,IMMOLUX,Rechtspersoon,Actief,1963-11-01,Naamloze vennootschap,Chaussée de Liège(JB),205,,5100,Namur,België,"64921:Verstrekken van verbruikskrediet; 41101:Ontwikkeling van residentiële bouwprojecten; 66199:Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen, n.e.g."
0403306501,Huis der Verzekering,Rechtspersoon,Actief,1966-11-26,Naamloze vennootschap,de Meeûssquare,29,,1000,Brussel,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
