enterprise_number,activity_number,nace_code,classification_code
0423257916,3,62090,SECO
0423257916,4,82110,SECO
0423264646,1,43995,MAIN
0423264646,2,41201,MAIN
0423278504,1,70220,MAIN
0423278504,2,43320,MAIN
0423331853,1,41201,MAIN
0423331853,2,43390,MAIN
0423343236,1,43320,MAIN
0423343236,2,43343,MAIN
0423343236,3,47789,SECO
0423359567,1,41201,MAIN
0423359567,2,43331,SECO
0423384412,1,42990,MAIN
0423384412,2,42220,MAIN
0423384412,3,42211,SECO
0423384412,4,43120,SECO
0423384412,5,43211,SECO
0423397674,1,43221,MAIN
0423397674,2,43221,MAIN
0423408463,1,43211,MAIN
0423408463,2,43211,MAIN
0423418955,1,41101,MAIN
0423418955,2,41102,SECO
0423418955,3,47730,SECO
0423418955,4,47740,SECO
0423464386,1,42911,MAIN
0423464386,2,52220,MAIN
0423464980,1,41201,MAIN
0423464980,2,43310,MAIN
0423464980,3,43331,SECO
0423476462,1,41101,MAIN
0423476462,2,68100,MAIN
0423476462,3,68201,SECO
0423476462,4,68202,SECO
0423476462,5,68203,SECO
0423476462,6,70210,SECO
0423476462,7,70220,SECO
0423664425,1,49410,MAIN
0423664425,2,41201,MAIN
0423664425,3,41102,SECO
0423664425,4,43999,SECO
0423664425,5,68100,SECO
0423668977,1,43320,MAIN
0423668977,2,43999,MAIN
0423691941,1,41101,MAIN
0423710351,1,28250,MAIN
0423710351,2,43222,MAIN
0423710351,3,47540,SECO
0423710351,4,95210,SECO
0423735590,1,41201,MAIN
0423735590,2,41201,MAIN
0423737867,1,41201,MAIN
0423737867,2,42110,MAIN
0423737867,3,41201,SECO
0423750537,1,41101,MAIN
0423750537,2,41102,SECO
0423750537,3,68201,SECO
0423758455,1,43320,MAIN
0423758455,2,43320,MAIN
0423760930,1,27120,MAIN
0423760930,2,43211,MAIN
0423760930,3,47540,SECO
0423784882,1,42110,MAIN
0423784882,2,42110,MAIN
0423796265,1,41201,MAIN
0423796265,2,41201,MAIN
0423806163,1,43211,MAIN
0423806163,2,43211,MAIN
0423900589,1,43221,MAIN
0423900589,2,43999,MAIN
0423900589,3,41201,SECO
0423933748,1,16230,MAIN
0423933748,2,43390,MAIN
0423958294,1,27520,MAIN
0423958294,2,43993,MAIN
0423958294,3,73200,SECO
0423965422,1,43211,MAIN
0423965422,2,35110,MAIN
0423965422,3,27320,SECO
0423965422,4,27402,SECO
0423965422,5,42220,SECO
0423965422,6,43211,SECO
0424101717,1,41101,MAIN
0424101717,2,77320,SECO
0424107259,1,41201,MAIN
0424131807,1,41101,MAIN
0424169815,1,43910,MAIN
0424169815,2,41201,MAIN
0424182483,1,41201,MAIN
0424182483,2,64200,SECO
0424182483,3,68201,SECO
0424182483,4,68203,SECO
0424182483,5,70220,SECO
0424211583,1,43320,MAIN
0424342534,1,41201,MAIN
0424342534,2,41201,MAIN
0424342534,3,41101,SECO
0424343425,1,41101,MAIN
0424349363,1,41201,MAIN
0424400041,1,41101,MAIN
0424400041,2,41102,SECO
0424420035,1,43211,MAIN
0424420035,2,37000,SECO
0424420035,3,41101,SECO
0424420035,4,43212,SECO
0424420035,5,43221,SECO
0424420035,6,43299,SECO
0424420035,7,68100,SECO
0424420035,8,68201,SECO
0424420035,9,68203,SECO
0424457350,1,43390,MAIN
0424457350,2,68203,SECO
0424509414,1,41101,MAIN
0424571968,1,43341,MAIN
0424571968,2,43341,MAIN
0424571968,3,43390,SECO
0424573651,1,41201,MAIN
0424593843,1,43211,MAIN
0424593843,2,43211,MAIN
0424593843,3,47540,SECO
0424602058,1,43211,MAIN
0424602058,2,43211,MAIN
0424602058,3,43390,SECO
0424718755,1,43999,MAIN
0424718755,2,43110,MAIN
0424718755,3,41203,SECO
0424724792,1,43320,MAIN
0424724792,2,43320,MAIN
0424737264,1,41203,MAIN
0424737264,2,41203,MAIN
0424737264,3,42110,SECO
0424737264,4,42220,SECO
0424737264,5,43299,SECO
0424737264,6,43999,SECO
0424737264,7,46731,SECO
0424746271,1,41201,MAIN
0424746271,2,41201,MAIN
0424746271,3,22230,SECO
0424746271,4,68311,SECO
0424760327,1,41201,MAIN
0424813973,1,43341,MAIN
0424813973,2,43341,MAIN
0424813973,3,43310,SECO
0424813973,4,46442,SECO
0424813973,5,46494,SECO
0424813973,6,47530,SECO
0424813973,7,47784,SECO
0424842083,1,43299,MAIN
0424842083,2,43390,MAIN
0424842083,3,47990,SECO
0424850991,1,43991,MAIN
0424850991,2,43291,MAIN
0424856733,1,43999,MAIN
0424856733,2,43390,MAIN
0424856733,3,41201,SECO
0424876232,1,43331,MAIN
0424876232,2,46731,MAIN
0424882269,1,43910,MAIN
0424882269,2,43991,MAIN
0424890880,1,43211,MAIN
0424890880,2,47540,SECO
0424896028,1,46460,MAIN
0424896028,2,43211,MAIN
0424896028,3,46392,SECO
0424896028,4,47540,SECO
0424903055,1,41201,MAIN
0424903055,2,46731,SECO
0424903055,3,47521,SECO
0424903055,4,68201,SECO
0424905926,1,41201,MAIN
0424905926,2,41201,MAIN
0424905926,3,43999,SECO
0424912359,1,43320,MAIN
0424912359,2,43320,MAIN
0424912359,3,43299,SECO
0424912359,4,43331,SECO
0424912359,5,43343,SECO
0424939281,1,41201,MAIN
0424939281,2,41201,MAIN
0424954129,1,42110,MAIN
0424954129,2,42110,MAIN
0424954129,3,43120,SECO
0424954129,4,43310,SECO
0424954129,5,43320,SECO
0424954129,6,43910,SECO
0424954129,7,43999,SECO
0424986296,1,43341,MAIN
0424986296,2,68100,SECO
0424986296,3,68203,SECO
0424986296,4,77299,SECO
0424986296,5,82110,SECO
0424998768,1,43999,MAIN
0424998768,2,43999,MAIN
0425015891,1,28220,MAIN
0425015891,2,43999,MAIN
0425023019,1,43120,MAIN
0425023019,2,68100,SECO
0425040637,1,43222,MAIN
0425041231,1,43211,MAIN
0425041231,2,43211,MAIN
0425041231,3,41101,SECO
0425041231,4,41201,SECO
0425043904,1,43110,MAIN
0425043904,2,49410,SECO
0425058453,1,41101,MAIN
0425058453,2,70220,SECO
0425058453,3,74201,SECO
0425058453,4,77210,SECO
0425061522,1,43320,MAIN
0425061522,2,43320,MAIN
0425085870,1,43999,MAIN
0425085870,2,68201,SECO
0425118831,1,41201,MAIN
0425122987,1,23610,MAIN
0425122987,2,41201,MAIN
0425122987,3,23610,SECO
0425122987,4,43999,SECO
0425122987,5,45113,SECO
0425122987,6,47521,SECO
0425147634,1,41201,MAIN
0425147634,2,68311,SECO
0425152483,1,43910,MAIN
0425152483,2,43910,MAIN
0425152483,3,43291,SECO
0425154067,1,41102,MAIN
0425154067,2,68100,MAIN
0425154067,3,43310,SECO
0425154067,4,43320,SECO
0425154067,5,46231,SECO
0425154067,6,46232,SECO
0425154067,7,68321,SECO
0425167232,1,43222,MAIN
0425167232,2,42110,SECO
0425167232,3,43211,SECO
0425167232,4,43221,SECO
0425167232,5,47750,SECO
0425167232,6,96021,SECO
0425174853,1,43310,MAIN
0425174853,2,43999,MAIN
0425174853,3,43310,SECO
0425187127,1,41201,MAIN
0425206131,1,43341,MAIN
0425206131,2,43333,SECO
0425206131,3,45113,SECO
0425206131,4,47521,SECO
0425206131,5,47530,SECO
0425207022,1,41201,MAIN
0425207022,2,43999,MAIN
0425219690,1,41201,MAIN
0425219690,2,43320,SECO
0425219690,3,43332,SECO
0425229093,1,42110,MAIN
0425229093,2,42110,MAIN
0425229093,3,41201,SECO
0425229093,4,49410,SECO
0425229093,5,52210,SECO
0425229093,6,69202,SECO
0425236617,1,46699,MAIN
0425236617,2,43299,MAIN
0425241862,1,43222,MAIN
0425241862,2,43222,MAIN
0425242852,1,41101,MAIN
0425242852,2,68100,SECO
0425242852,3,68201,SECO
0425242852,4,68203,SECO
0425243248,1,41101,MAIN
0425243248,2,68311,SECO
0425256215,1,43299,MAIN
0425256215,2,28250,SECO
0425282246,1,43320,MAIN
0425282246,2,43999,MAIN
0425342624,1,41202,MAIN
0425342624,2,41101,MAIN
0425342624,3,43910,MAIN
0425342624,4,64910,SECO
0425342624,5,42220,SECO
0425342624,6,42110,SECO
0425342624,7,38323,SECO
0425342624,8,32990,SECO
0425342624,9,25501,SECO
0425342624,10,77330,SECO
0425353908,1,43211,MAIN
0425353908,2,43211,MAIN
0425359549,1,41201,MAIN
0425359549,2,43999,SECO
0425371724,1,43999,MAIN
0425371724,2,43993,MAIN
0425385283,1,43320,MAIN
0425385283,2,43999,MAIN
0425385283,3,43291,SECO
0425385283,4,43343,SECO
0425385283,5,46494,SECO
0425385283,6,47591,SECO
0425385283,7,47592,SECO
0425410029,1,43390,MAIN
0425410029,2,42110,MAIN
0425410029,3,43221,SECO
0425474563,1,41101,MAIN
0425474563,2,68311,MAIN
0425474563,3,41101,SECO
0425474563,4,41201,SECO
0425497824,1,41201,MAIN
0425498814,1,43999,MAIN
0425498814,2,43299,MAIN
0425504257,1,43320,MAIN
0425504257,2,43320,MAIN
0425540384,1,43320,MAIN
0425540384,2,43320,MAIN
0425540384,3,41201,SECO
0425547512,1,43999,MAIN
0425547512,2,43120,MAIN
0425547512,3,23630,SECO
0425547512,4,36000,SECO
0425547512,5,41201,SECO
0425547512,6,42110,SECO
0425547512,7,42220,SECO
0425561665,1,41201,MAIN
0425561665,2,41201,MAIN
0425561665,3,41101,SECO
0425561665,4,41102,SECO
0425639859,1,41101,MAIN
0425639859,2,41201,SECO
0425644017,1,41101,MAIN
0425644017,2,68311,SECO
0425646490,1,41101,MAIN
0425646490,2,45113,SECO
0425646490,3,47770,SECO
0425646490,4,64200,SECO
0425646490,5,68311,SECO
0425646490,6,71122,SECO
0425693012,1,43221,MAIN
0425693012,2,43320,SECO
0425693012,3,43331,SECO
0425693606,1,25610,MAIN
0425693606,2,43341,MAIN
0425693606,3,68201,SECO
0425693606,4,46741,SECO
0425693606,5,46739,SECO
0425693606,6,46499,SECO
0425693606,7,43910,SECO
0425693606,8,25610,SECO
0425693606,9,25120,SECO
0425693606,10,68203,SECO
0425702910,1,25110,MAIN
0425702910,2,42220,MAIN
0425702910,3,25110,SECO
0425702910,4,43130,SECO
0425702910,5,43211,SECO
0425702910,6,43212,SECO
0425789715,1,41101,MAIN
0425789715,2,68100,SECO
0425789715,3,68201,SECO
0425790309,1,68203,MAIN
0425790309,2,41101,MAIN
0425790309,3,70220,SECO
0425814261,1,41101,MAIN
0425815647,1,33200,MAIN
0425815647,2,43211,MAIN
0425815647,3,33200,SECO
0425815647,4,43222,SECO
0425815647,5,46693,SECO
0425815647,6,62010,SECO
0425815647,7,71121,SECO
0425830295,1,43120,MAIN
0425830295,2,42110,MAIN
0425830295,3,41203,SECO
0425830295,4,42220,SECO
0425830295,5,43110,SECO
0425830295,6,43120,SECO
0425830295,7,43999,SECO
0425852467,1,41101,MAIN
0425998561,1,43910,MAIN
0425998561,2,43221,SECO
0426023901,1,64200,MAIN
0426023901,2,43999,MAIN
0426068639,1,43222,MAIN
0426068639,2,47781,SECO
0426068639,3,47789,SECO
0426091207,1,41101,MAIN
0426100214,1,41201,MAIN
0426100214,2,41201,MAIN
0426100214,3,41101,SECO
0426116842,1,43221,MAIN
0426116842,2,43221,MAIN
0426154454,1,43120,MAIN
0426154454,2,38322,SECO
0426154454,3,43110,SECO
0426154454,4,45113,SECO
0426154454,5,47521,SECO
0426154454,6,49420,SECO
0426221166,1,41201,MAIN
0426221166,2,41201,MAIN
0426221166,3,46731,SECO
0426239279,1,43341,MAIN
0426239279,2,43341,MAIN
0426239279,3,41201,SECO
0426239279,4,43211,SECO
0426239279,5,43291,SECO
0426239279,6,43310,SECO
0426319453,1,68201,MAIN
0426319453,2,41201,MAIN
0426319453,3,43910,SECO
0426319453,4,46731,SECO
0426319453,5,47521,SECO
0426332024,1,47591,MAIN
0426332024,2,43320,MAIN
0426352810,1,43320,MAIN
0426352810,2,43390,MAIN
0426362609,1,68311,MAIN
0426362609,2,41101,MAIN
0426430311,1,41201,MAIN
0426444365,1,43222,MAIN
0426444365,2,43222,MAIN
0426444365,3,43221,SECO
0426449612,1,41201,MAIN
0426449612,2,41201,MAIN
0426452877,1,41201,MAIN
0426452877,2,45113,SECO
0426452877,3,45201,SECO
0426454065,1,43910,MAIN
0426454065,2,43910,MAIN
0426509196,1,41101,MAIN
0426511572,1,41101,MAIN
0426511572,2,41102,SECO
0426511572,3,68311,SECO
0426515037,1,43211,MAIN
0426515037,2,43211,SECO
0426515037,3,47540,SECO
0426515037,4,47592,SECO
0426516225,1,41101,MAIN
0426518304,1,43211,MAIN
0426518304,2,43211,MAIN
0426552550,1,43211,MAIN
0426552550,2,43211,MAIN
0426552550,3,43221,SECO
0426552550,4,43222,SECO
0426552550,5,47540,SECO
0426552550,6,47591,SECO
0426552550,7,47789,SECO
0426552748,1,43320,MAIN
0426552748,2,43910,SECO
0426579967,1,41201,MAIN
0426579967,2,41101,MAIN
0426579967,3,68312,SECO
0426579967,4,68204,SECO
0426579967,5,68203,SECO
0426579967,6,68100,SECO
0426579967,7,43999,SECO
0426579967,8,43291,SECO
0426579967,9,43110,SECO
0426579967,10,42110,SECO
0426579967,11,41201,SECO
0426579967,12,41102,SECO
0426579967,13,71111,SECO
0426588578,1,25110,MAIN
0426588578,2,41201,MAIN
0426588578,3,43999,SECO
0426588578,4,77320,SECO
0426590261,1,43211,MAIN
0426590261,2,43211,MAIN
0426590261,3,47540,SECO
0426598080,1,28250,MAIN
0426598080,2,43222,MAIN
0426598080,3,28250,SECO
0426598080,4,46699,SECO
0426607384,1,43222,MAIN
0426607384,2,43222,MAIN
0426666970,1,41101,MAIN
0426669841,1,41203,MAIN
0426669841,2,41201,MAIN
0426669841,3,02200,SECO
0426669841,4,08111,SECO
0426669841,5,23610,SECO
0426669841,6,46731,SECO
0426725566,1,43320,MAIN
0426725566,2,43320,MAIN
0426734474,1,43221,MAIN
0426734474,2,46731,SECO
0426792377,1,41101,MAIN
0426792377,2,68201,SECO
0426792377,3,82300,SECO
0426792377,4,82990,SECO
0426807225,1,43299,MAIN
0426816133,1,31020,MAIN
0426816133,2,43320,MAIN
0426816133,3,47591,SECO
0426818014,1,42220,MAIN
0426818014,2,41201,MAIN
0426818014,3,42110,SECO
0426823556,1,43320,MAIN
0426823556,2,31091,MAIN
0426823556,3,28230,SECO
0426823556,4,43320,SECO
0426825437,1,43999,MAIN
0426825437,2,68203,SECO
0426869977,1,42110,MAIN
0426869977,2,42110,MAIN
0426869977,3,46731,SECO
0426922140,1,41101,MAIN
0426922140,2,41102,SECO
0426922140,3,68203,SECO
0426922140,4,68204,SECO
0426922140,5,68311,SECO
0426922140,6,68322,SECO
0426955990,1,43120,MAIN
0426972917,1,43320,MAIN
0426972917,2,43320,MAIN
0426978360,1,42110,MAIN
0426978360,2,42110,MAIN
0426978360,3,23630,SECO
0426978360,4,38323,SECO
0426978360,5,46731,SECO
0426993901,1,43910,MAIN
0426993901,2,43910,MAIN
0426993901,3,16230,SECO
0426993901,4,43221,SECO
0427027553,1,27120,MAIN
0427027553,2,43211,MAIN
0427027553,3,71121,SECO
0427051309,1,43331,MAIN
0427051309,2,43999,MAIN
0427100896,1,43320,MAIN
0427100896,2,42110,MAIN
0427100896,3,43320,SECO
0427100896,4,43999,SECO
0427121088,1,42220,MAIN
0427121088,2,43120,MAIN
0427121088,3,41201,SECO
0427121088,4,42220,SECO
0427122969,1,43211,MAIN
0427122969,2,43211,MAIN
0427173350,1,42211,MAIN
0427173350,2,42220,MAIN
0427173350,3,43299,SECO
0427173944,1,42110,MAIN
0427173944,2,42110,MAIN
0427206608,1,41201,MAIN
0427206608,2,41201,MAIN
0427206608,3,45111,SECO
0427206608,4,70220,SECO
0427218682,1,43999,MAIN
0427218682,2,77320,MAIN
0427218682,3,46630,SECO
0427223830,1,41203,MAIN
0427223830,2,41201,MAIN
0427223830,3,41101,SECO
0427229966,1,43211,MAIN
0427238082,1,43211,MAIN
0427238082,2,43211,MAIN
0427275595,1,41201,MAIN
0427275595,2,41201,MAIN
0427275595,3,41101,SECO
0427284406,1,41201,MAIN
0427284406,2,41201,MAIN
0427284406,3,43331,SECO
0427285889,1,41102,MAIN
0427285889,2,68100,MAIN
0427285889,3,33120,SECO
0427285889,4,62010,SECO
0427285889,5,68201,SECO
0427285889,6,71113,SECO
0427285889,7,77291,SECO
0427294502,1,41201,MAIN
0427302321,1,41203,MAIN
0427302321,2,41203,MAIN
0427302321,3,41201,SECO
0427302321,4,41202,SECO
0427303806,1,43999,MAIN
0427320929,1,43222,MAIN
0427320929,2,43222,MAIN
0427320929,3,25290,SECO
0427320929,4,43221,SECO
0427377941,1,41201,MAIN
0427377941,2,41203,MAIN
0427377941,3,43320,SECO
0427390512,1,43910,MAIN
0427390512,2,43910,MAIN
0427390512,3,43120,SECO
0427390512,4,43221,SECO
0427390512,5,43320,SECO
0427390512,6,43390,SECO
0427390512,7,47521,SECO
0427406348,1,41203,MAIN
0427406348,2,68203,SECO
0427414266,1,41101,MAIN
0427414266,2,68311,SECO
0427444554,1,42110,MAIN
0427444554,2,42110,MAIN
0427450492,1,41203,MAIN
0427450492,2,42110,MAIN
0427450492,3,43110,SECO
0427450492,4,43320,SECO
0427450492,5,43910,SECO
0427450492,6,43999,SECO
0427450492,7,46731,SECO
0427460390,1,25300,MAIN
0427460390,2,43222,MAIN
0427460390,3,81220,SECO
0427507506,1,43310,MAIN
0427561053,1,46693,MAIN
0427561053,2,43222,MAIN
0427572139,1,43320,MAIN
0427572139,2,43299,MAIN
0427572139,3,43320,SECO
0427572139,4,43910,SECO
0427628755,1,43222,MAIN
0427628755,2,43221,MAIN
0427649739,1,43999,MAIN
0427649739,2,43910,MAIN
0427649739,3,43999,SECO
0427653501,1,46699,MAIN
0427653501,2,43299,MAIN
0427653501,3,28250,SECO
0427653501,4,28930,SECO
0427653501,5,42220,SECO
0427653501,6,43211,SECO
0427692103,1,43211,MAIN
0427692103,2,43299,MAIN
0427698239,1,41101,MAIN
0427698239,2,68100,SECO
0427702692,1,43995,MAIN
0427702692,2,43299,MAIN
0427759013,1,43320,MAIN
0427759013,2,43320,MAIN
0427759013,3,74104,SECO
0427768515,1,43320,MAIN
0427768515,2,43320,MAIN
0427804048,1,43291,MAIN
0427804048,2,43291,MAIN
0427903424,1,43222,MAIN
0427903424,2,43221,MAIN
0427903424,3,43222,SECO
0427903424,4,47722,SECO
0427912926,1,43299,MAIN
0427912926,2,43222,MAIN
0427948855,1,43999,MAIN
0427948855,2,66300,SECO
0427948855,3,68100,SECO
0427948855,4,68201,SECO
0427948855,5,70220,SECO
0427948855,6,85592,SECO
0427972314,1,46431,MAIN
0427972314,2,43221,MAIN
0427983202,1,43222,MAIN
0427983202,2,43222,MAIN
0427995573,1,41101,MAIN
0427995573,2,41101,MAIN
0427995573,3,68100,SECO
0427995573,4,68201,SECO
0428010124,1,43222,MAIN
0428010124,2,43222,MAIN
0428022297,1,43341,MAIN
0428022297,2,68201,SECO
0428033680,1,41101,MAIN
0428072579,1,43343,MAIN
0428072579,2,43343,MAIN
0428076440,1,41101,MAIN
0428083863,1,43910,MAIN
0428083863,2,43910,MAIN
0428083863,3,43320,SECO
0428086239,1,42110,MAIN
0428086239,2,42110,MAIN
0428086239,3,42130,SECO
0428086239,4,42220,SECO
0428086239,5,43999,SECO
0428086239,6,46731,SECO
0428086239,7,49410,SECO
0428101382,1,41201,MAIN
0428107124,1,31010,MAIN
0428107124,2,43390,MAIN
0428107124,3,43211,SECO
0428144439,1,41201,MAIN
0428144439,2,41201,MAIN
0428147112,1,43211,MAIN
0428147112,2,80200,MAIN
0428147112,3,71209,SECO
0428164829,1,43341,MAIN
0428164829,2,43341,MAIN
0428164829,3,43331,SECO
0428164829,4,43333,SECO
0428178091,1,41101,MAIN
0428178091,2,41101,MAIN
0428178091,3,64200,SECO
0428178091,4,68100,SECO
0428178091,5,68201,SECO
0428178091,6,68203,SECO
0428178091,7,68311,SECO
0428178091,8,70220,SECO
0428178091,9,82990,SECO
0428191850,1,43341,MAIN
0428191850,2,43333,MAIN
0428191850,3,41101,SECO
0428191850,4,43999,SECO
0428191850,5,46731,SECO
0428191850,6,68100,SECO
0428229264,1,41101,MAIN
0428229264,2,41101,MAIN
0428229264,3,43310,SECO
0428229264,4,43320,SECO
0428229264,5,43331,SECO
0428229264,6,45113,SECO
0428229264,7,71112,SECO
0428249555,1,43211,MAIN
0428249555,2,43211,MAIN
0428267074,1,42110,MAIN
0428267074,2,46739,MAIN
0428267074,3,68100,SECO
0428267074,4,70220,SECO
0428280437,1,43222,MAIN
0428280437,2,28250,MAIN
0428280437,3,47540,SECO
0428306468,1,43110,MAIN
0428306468,2,43120,SECO
0428306468,3,47521,SECO
0428322207,1,16292,MAIN
0428322207,2,43291,MAIN
0428344872,1,43211,MAIN
0428344872,2,43211,MAIN
0428344872,3,26300,SECO
0428344872,4,27110,SECO
0428344872,5,33140,SECO
0428360710,1,41201,MAIN
0428360710,2,41201,MAIN
0428360710,3,32990,SECO
0428360710,4,42110,SECO
0428360710,5,46731,SECO
0428360710,6,47591,SECO
0428360710,7,68100,SECO
0428369024,1,41201,MAIN
0428369024,2,41201,MAIN
0428369024,3,47521,SECO
0428371992,1,43211,MAIN
0428371992,2,47592,SECO
0428371992,3,77292,SECO
0428372388,1,43999,MAIN
0428372388,2,43999,MAIN
0428416039,1,43910,MAIN
0428416039,2,43291,MAIN
0428429501,1,41201,MAIN
0428429501,2,81290,SECO
0428469289,1,43222,MAIN
0428469289,2,71121,MAIN
0428484335,1,41201,MAIN
0428484335,2,41203,SECO
0428484335,3,43910,SECO
0428484335,4,46731,SECO
0428484335,5,47521,SECO
0428496411,1,42110,MAIN
0428496411,2,77120,SECO
0428502745,1,43320,MAIN
0428502745,2,43320,MAIN
0428502745,3,43310,SECO
0428539664,1,25120,MAIN
0428539664,2,43999,MAIN
0428539664,3,46620,SECO
0428539664,4,46741,SECO
0428539664,5,47521,SECO
0428545505,1,43331,MAIN
0428545505,2,43331,MAIN
0428552136,1,42110,MAIN
0428552136,2,42110,MAIN
0428552136,3,41201,SECO
0428572823,1,41201,MAIN
0428572823,2,41201,MAIN
0428577177,1,43299,MAIN
0428577177,2,43211,MAIN
0428583414,1,41203,MAIN
0428583414,2,41201,MAIN
0428583414,3,25110,SECO
0428583414,4,43120,SECO
0428583414,5,43291,SECO
0428596181,1,68322,MAIN
0428596181,2,41101,MAIN
0428596181,3,81300,SECO
0428612118,1,43996,MAIN
0428612118,2,43390,MAIN
0428612118,3,43332,SECO
0428619442,1,41101,MAIN
0428619442,2,68203,SECO
0428629439,1,41101,MAIN
0428629439,2,41102,SECO
0428661806,1,41201,MAIN
0428661806,2,41203,MAIN
0428670912,1,43222,MAIN
0428670912,2,43222,MAIN
0428678335,1,71121,MAIN
0428678335,2,43299,MAIN
0428764546,1,41101,MAIN
0428764546,2,47620,MAIN
0428764546,3,64200,SECO
0428764546,4,68100,SECO
0428764546,5,70210,SECO
0428785629,1,43310,MAIN
0428788993,1,41203,MAIN
0428801861,1,43211,MAIN
0428801861,2,43211,MAIN
0428822746,1,43299,MAIN
0428822746,2,46431,MAIN
0428822746,3,43211,SECO
0428822746,4,46499,SECO
0428827397,1,41201,MAIN
0428827397,2,41201,MAIN
0428837097,1,41201,MAIN
0428837097,2,43910,MAIN
0428843433,1,41201,MAIN
0428843433,2,41201,MAIN
0428917667,1,43222,MAIN
0428917667,2,47593,MAIN
0428917667,3,43211,SECO
0428917667,4,43222,SECO
0428917667,5,43999,SECO
0428917667,6,47521,SECO
0428918360,1,43343,MAIN
0428918360,2,23120,MAIN
0428918360,3,43343,SECO
0429023971,1,28250,MAIN
0429023971,2,43222,MAIN
0429058219,1,43222,MAIN
0429058219,2,43390,SECO
0429058219,3,46742,SECO
0429058219,4,47540,SECO
0429110083,1,43910,MAIN
0429110083,2,41201,MAIN
0429241133,1,43299,MAIN
0429241133,2,28210,SECO
0429248358,1,43211,MAIN
0429248358,2,43211,MAIN
0429248358,3,95210,SECO
0429275478,1,41101,MAIN
0429275478,2,41201,SECO
0429276567,1,41201,MAIN
0429276567,2,41201,MAIN
0429366144,1,39000,MAIN
0429366144,2,43999,MAIN
0429366144,3,47990,SECO
0429366144,4,49410,SECO
0429366144,5,71209,SECO
0429366144,6,77299,SECO
0429366144,7,81220,SECO
0429370302,1,43120,MAIN
0429370302,2,43120,MAIN
0429370302,3,08112,SECO
0429370302,4,38329,SECO
0429370302,5,42110,SECO
0429370302,6,43110,SECO
0429410981,1,41101,MAIN
0429410981,2,25110,SECO
0429410981,3,31091,SECO
0429410981,4,41102,SECO
0429410981,5,41201,SECO
0429410981,6,41202,SECO
0429410981,7,41203,SECO
0429410981,8,47410,SECO
0429410981,9,47591,SECO
0429524017,1,41101,MAIN
0429524017,2,68203,SECO
0429561431,1,41101,MAIN
0429594885,1,43390,MAIN
0429594885,2,43390,MAIN
0429594885,3,43120,SECO
0429608743,1,46772,MAIN
0429608743,2,43110,MAIN
0429608743,3,46772,SECO
0429619631,1,43320,MAIN
0429619631,2,46431,MAIN
0429619631,3,47540,SECO
0429667933,1,42120,MAIN
0429667933,2,42110,MAIN
0429711186,1,41201,MAIN
0429711186,2,41201,MAIN
0429718512,1,41201,MAIN
0429718512,2,41201,MAIN
0429759191,1,41201,MAIN
0429813136,1,42110,MAIN
0429813136,2,42110,MAIN
0429813136,3,68201,SECO
0429813136,4,68203,SECO
0429813136,5,77399,SECO
0429813136,6,78300,SECO
0429847085,1,43211,MAIN
0429847085,2,42220,MAIN
0429847085,3,42110,SECO
0429847085,4,43211,SECO
0429847085,5,43999,SECO
0429847085,6,61200,SECO
0429847085,7,71121,SECO
0429867475,1,43320,MAIN
0429867475,2,31020,MAIN
0429867475,3,47591,SECO
0429874997,1,41201,MAIN
0429954379,1,43222,MAIN
0429954379,2,43299,MAIN
0429956953,1,43221,MAIN
0429956953,2,43221,MAIN
0429956953,3,43910,SECO
0429975759,1,41101,MAIN
0429975759,2,52210,SECO
0430013470,1,42220,MAIN
0430013470,2,43999,MAIN
0430013470,3,42220,SECO
0430040194,1,43999,MAIN
0430040194,2,43993,MAIN
0430040194,3,41101,SECO
0430040194,4,41102,SECO
0430040194,5,43331,SECO
0430040194,6,43999,SECO
0430058210,1,43331,MAIN
0430058210,2,22230,MAIN
0430058210,3,43999,SECO
0430058210,4,46130,SECO
0430058210,5,46731,SECO
0430058210,6,81300,SECO
0430077313,1,43320,MAIN
0430077313,2,43320,MAIN
0430108688,1,43221,MAIN
0430108688,2,43211,MAIN
0430110668,1,43320,MAIN
0430110668,2,43320,MAIN
0430110668,3,31091,SECO
0430224296,1,43320,MAIN
0430224296,2,25110,MAIN
0430345349,1,41201,MAIN
0430345349,2,41201,MAIN
0430345349,3,41202,SECO
0430345349,4,41203,SECO
0430345349,5,71111,SECO
0430345349,6,71121,SECO
0430388802,1,43211,MAIN
0430393750,1,41101,MAIN
0430393750,2,68201,SECO
0430431659,1,43120,MAIN
0430431659,2,81300,SECO
0430471053,1,42110,MAIN
0430471053,2,42110,MAIN
0430503321,1,43299,MAIN
0430503321,2,46620,SECO
0430600420,1,43211,MAIN
0430600420,2,43299,MAIN
0430629619,1,41201,MAIN
0430629619,2,43120,SECO
0430629619,3,43310,SECO
0430629619,4,43320,SECO
0430631203,1,41201,MAIN
0430631203,2,41201,MAIN
0430634765,1,43910,MAIN
0430634765,2,41201,MAIN
0430634765,3,43222,SECO
0430634765,4,43310,SECO
0430634765,5,43320,SECO
0430692470,1,43222,MAIN
0430692470,2,43999,MAIN
0430692470,3,47592,SECO
0430692470,4,81220,SECO
0430714246,1,43910,MAIN
0430714246,2,43341,SECO
0430726124,1,42110,MAIN
0430726124,2,42110,MAIN
0430726124,3,43999,SECO
0430726124,4,68100,SECO
0430726124,5,82990,SECO
