enterprisenumber,year,juridicalsituation
0404657571,2021,Normale toestand
0404657571,2022,Normale toestand
0404657571,2023,Normale toestand
0404662323,2018,Normale toestand
0404662323,2019,Normale toestand
0404662323,2020,Normale toestand
0404662323,2021,Normale toestand
0404662323,2022,Normale toestand
0404662323,2023,Normale toestand
0404667766,2018,Normale toestand
0404667766,2019,Normale toestand
0404667766,2020,Normale toestand
0404667766,2021,Normale toestand
0404667766,2022,Normale toestand
0404667766,2023,Normale toestand
0404671528,2018,Normale toestand
0404671528,2019,Normale toestand
0404671528,2020,Normale toestand
0404671528,2021,Normale toestand
0404671528,2022,Normale toestand
0404671528,2023,Normale toestand
0404674003,2018,Normale toestand
0404674003,2019,Normale toestand
0404674003,2020,Normale toestand
0404674003,2021,Normale toestand
0404674003,2022,Normale toestand
0404674003,2023,Normale toestand
0404678159,2018,Normale toestand
0404678159,2019,Normale toestand
0404678159,2020,Normale toestand
0404678159,2021,Normale toestand
0404678159,2022,Normale toestand
0404678159,2023,Normale toestand
0404678357,2018,Normale toestand
0404678357,2019,Normale toestand
0404678357,2020,Normale toestand
0404678357,2021,Normale toestand
0404678357,2022,Normale toestand
0404678357,2023,Normale toestand
0404688255,2018,Opening faillissement
0404688255,2019,Opening faillissement
0404688255,2020,Opening faillissement
0404688255,2021,Opening faillissement
0404688255,2022,Opening faillissement
0404688255,2023,Opening faillissement
0404712209,2018,Normale toestand
0404712209,2019,Normale toestand
0404712209,2020,Normale toestand
0404712209,2021,Normale toestand
0404712209,2022,Normale toestand
0404712209,2023,Normale toestand
0404729827,2018,Normale toestand
0404729827,2019,Normale toestand
0404729827,2020,Normale toestand
0404729827,2021,Normale toestand
0404729827,2022,Normale toestand
0404729827,2023,Normale toestand
0404779317,2018,Normale toestand
0404779317,2019,Normale toestand
0404779317,2020,Normale toestand
0404779317,2021,Normale toestand
0404779317,2022,Normale toestand
0404779317,2023,Normale toestand
0404837814,2018,Normale toestand
0404837814,2019,Normale toestand
0404837814,2020,Normale toestand
0404837814,2021,Normale toestand
0404837814,2022,Normale toestand
0404837814,2023,Normale toestand
0404941643,2018,Normale toestand
0404941643,2019,Normale toestand
0404941643,2020,Normale toestand
0404941643,2021,Normale toestand
0404941643,2022,Normale toestand
0404941643,2023,Normale toestand
0404982621,2018,Normale toestand
0404982621,2019,Normale toestand
0404982621,2020,Normale toestand
0404982621,2021,Normale toestand
0404982621,2022,Normale toestand
0404982621,2023,Normale toestand
0405011226,2018,Normale toestand
0405011226,2019,Normale toestand
0405011226,2020,Normale toestand
0405011226,2021,Normale toestand
0405011226,2022,Normale toestand
0405011226,2023,Normale toestand
0405013602,2018,Normale toestand
0405013602,2019,Normale toestand
0405013602,2020,Normale toestand
0405013602,2021,Normale toestand
0405013602,2022,Normale toestand
0405013602,2023,Normale toestand
0405033101,2018,Normale toestand
0405033101,2019,Normale toestand
0405033101,2020,Normale toestand
0405033101,2021,Normale toestand
0405033101,2022,Normale toestand
0405033101,2023,Normale toestand
0405034881,2018,Normale toestand
0405034881,2019,Normale toestand
0405034881,2020,Normale toestand
0405034881,2021,Normale toestand
0405034881,2022,Normale toestand
0405034881,2023,Normale toestand
0405062991,2018,Normale toestand
0405062991,2019,Normale toestand
0405062991,2020,Normale toestand
0405062991,2021,Normale toestand
0405062991,2022,Normale toestand
0405062991,2023,Normale toestand
0405070119,2018,Normale toestand
0405070119,2019,Normale toestand
0405070119,2020,Normale toestand
0405070119,2021,Normale toestand
0405070119,2022,Normale toestand
0405070119,2023,Normale toestand
0405073285,2018,Normale toestand
0405073285,2019,Normale toestand
0405073285,2020,Normale toestand
0405073285,2021,Normale toestand
0405073285,2022,Normale toestand
0405073285,2023,Normale toestand
0405079225,2018,Normale toestand
0405079225,2019,Normale toestand
0405079225,2020,Normale toestand
0405079225,2021,Normale toestand
0405079225,2022,Normale toestand
0405079225,2023,Normale toestand
0405092190,2018,Normale toestand
0405092190,2019,Normale toestand
0405092190,2020,Normale toestand
0405092190,2021,Normale toestand
0405092190,2022,Normale toestand
0405092190,2023,Normale toestand
0405096150,2018,Normale toestand
0405096150,2019,Normale toestand
0405096150,2020,Normale toestand
0405096150,2021,Normale toestand
0405096150,2022,Normale toestand
0405096150,2023,Normale toestand
0405103672,2018,Normale toestand
0405103672,2019,Normale toestand
0405103672,2020,Normale toestand
0405103672,2021,Normale toestand
0405103672,2022,Normale toestand
0405103672,2023,Normale toestand
0405122775,2018,Normale toestand
0405122775,2019,Normale toestand
0405122775,2020,Normale toestand
0405122775,2021,Normale toestand
0405122775,2022,Normale toestand
0405122775,2023,Normale toestand
0405150291,2018,Opening faillissement
0405150291,2019,Opening faillissement
0405150291,2020,Opening faillissement
0405150291,2021,Opening faillissement
0405150291,2022,Opening faillissement
0405150291,2023,Opening faillissement
0405152073,2018,Normale toestand
0405152073,2019,Normale toestand
0405152073,2020,Normale toestand
0405152073,2021,Normale toestand
0405152073,2022,Normale toestand
0405152073,2023,Normale toestand
0405176027,2018,Normale toestand
0405176027,2019,Normale toestand
0405176027,2020,Normale toestand
0405176027,2021,Normale toestand
0405176027,2022,Normale toestand
0405176027,2023,Normale toestand
0405181965,2018,Opening faillissement
0405181965,2019,Opening faillissement
0405181965,2020,Opening faillissement
0405181965,2021,Opening faillissement
0405181965,2022,Opening faillissement
0405181965,2023,Opening faillissement
0405184836,2018,Normale toestand
0405184836,2019,Normale toestand
0405184836,2020,Normale toestand
0405184836,2021,Normale toestand
0405184836,2022,Normale toestand
0405184836,2023,Normale toestand
0405190378,2018,Normale toestand
0405190378,2019,Normale toestand
0405190378,2020,Normale toestand
0405190378,2021,Normale toestand
0405190378,2022,Normale toestand
0405190378,2023,Normale toestand
0405197902,2018,Normale toestand
0405197902,2019,Normale toestand
0405197902,2020,Normale toestand
0405197902,2021,Normale toestand
0405197902,2022,Normale toestand
0405197902,2023,Normale toestand
0405226111,2018,Normale toestand
0405226111,2019,Normale toestand
0405226111,2020,Normale toestand
0405226111,2021,Normale toestand
0405226111,2022,Normale toestand
0405226111,2023,Normale toestand
0405248182,2018,Normale toestand
0405248182,2019,Normale toestand
0405248182,2020,Normale toestand
0405248182,2021,Normale toestand
0405248182,2022,Normale toestand
0405248182,2023,Normale toestand
0405250459,2018,Normale toestand
0405250459,2019,Normale toestand
0405250459,2020,Normale toestand
0405250459,2021,Normale toestand
0405250459,2022,Normale toestand
0405250459,2023,Normale toestand
0405255310,2018,Normale toestand
0405255310,2019,Normale toestand
0405255310,2020,Normale toestand
0405255310,2021,Normale toestand
0405255310,2022,Normale toestand
0405255310,2023,Normale toestand
0405262931,2018,Normale toestand
0405262931,2019,Normale toestand
0405262931,2020,Normale toestand
0405262931,2021,Normale toestand
0405262931,2022,Normale toestand
0405262931,2023,Normale toestand
0405265208,2018,Normale toestand
0405265208,2019,Normale toestand
0405265208,2020,Normale toestand
0405265208,2021,Normale toestand
0405265208,2022,Normale toestand
0405265208,2023,Normale toestand
0405273819,2018,Normale toestand
0405273819,2019,Normale toestand
0405273819,2020,Normale toestand
0405273819,2021,Normale toestand
0405273819,2022,Normale toestand
0405273819,2023,Normale toestand
0405291734,2018,Normale toestand
0405291734,2019,Normale toestand
0405291734,2020,Normale toestand
0405291734,2021,Normale toestand
0405291734,2022,Normale toestand
0405291734,2023,Normale toestand
0405299355,2018,Normale toestand
0405299355,2019,Normale toestand
0405299355,2020,Normale toestand
0405299355,2021,Normale toestand
0405299355,2022,Normale toestand
0405299355,2023,Normale toestand
0405387150,2018,Normale toestand
0405387150,2019,Normale toestand
0405387150,2020,Normale toestand
0405387150,2021,Normale toestand
0405387150,2022,Normale toestand
0405387150,2023,Normale toestand
0405390912,2018,Normale toestand
0405390912,2019,Normale toestand
0405390912,2020,Normale toestand
0405390912,2021,Normale toestand
0405390912,2022,Normale toestand
0405390912,2023,Normale toestand
0405403184,2018,Normale toestand
0405403184,2019,Normale toestand
0405403184,2020,Normale toestand
0405403184,2021,Normale toestand
0405403184,2022,Normale toestand
0405403184,2023,Normale toestand
0405418725,2018,Normale toestand
0405418725,2019,Normale toestand
0405418725,2020,Normale toestand
0405418725,2021,Normale toestand
0405418725,2022,Normale toestand
0405418725,2023,Normale toestand
0405428326,2018,Normale toestand
0405428326,2019,Normale toestand
0405428326,2020,Normale toestand
0405428326,2021,Normale toestand
0405428326,2022,Normale toestand
0405428326,2023,Normale toestand
0405434165,2018,Normale toestand
0405434165,2019,Normale toestand
0405434165,2020,Normale toestand
0405434165,2021,Normale toestand
0405434165,2022,Normale toestand
0405434165,2023,Normale toestand
0405435056,2018,Normale toestand
0405435056,2019,Normale toestand
0405435056,2020,Normale toestand
0405435056,2021,Normale toestand
0405435056,2022,Normale toestand
0405435056,2023,Normale toestand
0405455644,2018,Normale toestand
0405455644,2019,Normale toestand
0405455644,2020,Normale toestand
0405455644,2021,Normale toestand
0405455644,2022,Normale toestand
0405455644,2023,Normale toestand
0405456337,2018,Normale toestand
0405456337,2019,Normale toestand
0405456337,2020,Normale toestand
0405456337,2021,Normale toestand
0405456337,2022,Normale toestand
0405456337,2023,Normale toestand
0405461384,2018,Normale toestand
0405461384,2019,Normale toestand
0405461384,2020,Normale toestand
0405461384,2021,Normale toestand
0405461384,2022,Normale toestand
0405461384,2023,Normale toestand
0405469304,2018,Normale toestand
0405469304,2019,Normale toestand
0405469304,2020,Normale toestand
0405469304,2021,Normale toestand
0405469304,2022,Normale toestand
0405469304,2023,Normale toestand
0405470490,2018,Normale toestand
0405470490,2019,Normale toestand
0405470490,2020,Normale toestand
0405470490,2021,Normale toestand
0405470490,2022,Normale toestand
0405470490,2023,Normale toestand
0405474846,2018,Normale toestand
0405474846,2019,Normale toestand
0405474846,2020,Normale toestand
0405474846,2021,Normale toestand
0405474846,2022,Normale toestand
0405474846,2023,Normale toestand
0405512062,2018,Normale toestand
0405512062,2019,Normale toestand
0405512062,2020,Normale toestand
0405512062,2021,Normale toestand
0405512062,2022,Normale toestand
0405512062,2023,Normale toestand
0405523346,2018,Normale toestand
0405523346,2019,Normale toestand
0405523346,2020,Normale toestand
0405523346,2021,Normale toestand
0405523346,2022,Normale toestand
0405523346,2023,Normale toestand
0405524732,2018,Normale toestand
0405524732,2019,Normale toestand
0405524732,2020,Normale toestand
0405524732,2021,Normale toestand
0405524732,2022,Normale toestand
0405524732,2023,Normale toestand
0405545815,2018,Vrijwillige ontbinding – vereffening
0405545815,2019,Vrijwillige ontbinding – vereffening
0405545815,2020,Vrijwillige ontbinding – vereffening
0405545815,2021,Vrijwillige ontbinding – vereffening
0405545815,2022,Vrijwillige ontbinding – vereffening
0405545815,2023,Vrijwillige ontbinding – vereffening
0405551258,2018,Opening faillissement
0405551258,2019,Opening faillissement
0405551258,2020,Opening faillissement
0405551258,2021,Opening faillissement
0405551258,2022,Opening faillissement
0405551258,2023,Opening faillissement
0405559572,2018,Normale toestand
0405559572,2019,Normale toestand
0405559572,2020,Normale toestand
0405559572,2021,Normale toestand
0405559572,2022,Normale toestand
0405559572,2023,Normale toestand
0405566896,2018,Normale toestand
0405566896,2019,Normale toestand
0405566896,2020,Normale toestand
0405566896,2021,Normale toestand
0405566896,2022,Normale toestand
0405566896,2023,Normale toestand
0405580655,2018,Normale toestand
0405580655,2019,Normale toestand
0405580655,2020,Normale toestand
0405580655,2021,Normale toestand
0405580655,2022,Normale toestand
0405580655,2023,Normale toestand
0405590256,2018,Normale toestand
0405590256,2019,Normale toestand
0405590256,2020,Normale toestand
0405590256,2021,Normale toestand
0405590256,2022,Normale toestand
0405590256,2023,Normale toestand
0405598174,2018,Normale toestand
0405598174,2019,Normale toestand
0405598174,2020,Normale toestand
0405598174,2021,Normale toestand
0405598174,2022,Normale toestand
0405598174,2023,Normale toestand
0405619851,2018,Normale toestand
0405619851,2019,Normale toestand
0405619851,2020,Normale toestand
0405619851,2021,Normale toestand
0405619851,2022,Normale toestand
0405619851,2023,Normale toestand
0405628759,2018,Normale toestand
0405628759,2019,Normale toestand
0405628759,2020,Normale toestand
0405628759,2021,Normale toestand
0405628759,2022,Normale toestand
0405628759,2023,Normale toestand
0405645585,2018,Normale toestand
0405645585,2019,Normale toestand
0405645585,2020,Normale toestand
0405645585,2021,Normale toestand
0405645585,2022,Normale toestand
0405645585,2023,Normale toestand
0405652020,2018,Normale toestand
0405652020,2019,Normale toestand
0405652020,2020,Normale toestand
0405652020,2021,Normale toestand
0405652020,2022,Normale toestand
0405652020,2023,Normale toestand
0405654592,2018,Normale toestand
0405654592,2019,Normale toestand
0405654592,2020,Normale toestand
0405654592,2021,Normale toestand
0405654592,2022,Normale toestand
0405654592,2023,Normale toestand
0405694085,2018,Normale toestand
0405694085,2019,Normale toestand
0405694085,2020,Normale toestand
0405694085,2021,Normale toestand
0405694085,2022,Normale toestand
0405694085,2023,Normale toestand
0405705864,2018,Normale toestand
0405705864,2019,Normale toestand
0405705864,2020,Normale toestand
0405705864,2021,Normale toestand
0405705864,2022,Normale toestand
0405705864,2023,Normale toestand
0405708636,2018,Normale toestand
0405708636,2019,Normale toestand
0405708636,2020,Normale toestand
0405708636,2021,Normale toestand
0405708636,2022,Normale toestand
0405708636,2023,Normale toestand
0405767232,2018,Normale toestand
0405767232,2019,Normale toestand
0405767232,2020,Normale toestand
0405767232,2021,Normale toestand
0405767232,2022,Normale toestand
0405767232,2023,Normale toestand
0405780593,2018,Normale toestand
0405780593,2019,Normale toestand
0405780593,2020,Normale toestand
0405780593,2021,Normale toestand
0405780593,2022,Normale toestand
0405780593,2023,Normale toestand
0405791778,2018,Normale toestand
0405791778,2019,Normale toestand
0405791778,2020,Normale toestand
0405791778,2021,Normale toestand
0405791778,2022,Normale toestand
0405791778,2023,Normale toestand
0405800983,2018,Normale toestand
0405800983,2019,Normale toestand
0405800983,2020,Normale toestand
0405800983,2021,Normale toestand
0405800983,2022,Normale toestand
0405800983,2023,Normale toestand
0405817217,2018,Normale toestand
0405817217,2019,Normale toestand
0405817217,2020,Normale toestand
0405817217,2021,Normale toestand
0405817217,2022,Normale toestand
0405817217,2023,Normale toestand
0405829588,2018,Normale toestand
0405829588,2019,Normale toestand
0405829588,2020,Normale toestand
0405829588,2021,Normale toestand
0405829588,2022,Normale toestand
0405829588,2023,Normale toestand
0405832657,2018,Normale toestand
0405832657,2019,Normale toestand
0405832657,2020,Normale toestand
0405832657,2021,Normale toestand
0405832657,2022,Normale toestand
0405832657,2023,Normale toestand
0405834142,2018,Normale toestand
0405834142,2019,Normale toestand
0405834142,2020,Normale toestand
0405834142,2021,Normale toestand
0405834142,2022,Normale toestand
0405834142,2023,Normale toestand
0405845822,2018,Normale toestand
0405845822,2019,Normale toestand
0405845822,2020,Normale toestand
0405845822,2021,Normale toestand
0405845822,2022,Normale toestand
0405845822,2023,Normale toestand
0405848691,2018,Normale toestand
0405848691,2019,Normale toestand
0405848691,2020,Normale toestand
0405848691,2021,Normale toestand
0405848691,2022,Normale toestand
0405848691,2023,Normale toestand
0405854631,2018,Normale toestand
0405854631,2019,Normale toestand
0405854631,2020,Normale toestand
0405854631,2021,Normale toestand
0405854631,2022,Normale toestand
0405854631,2023,Normale toestand
0405856512,2018,Normale toestand
0405856512,2019,Normale toestand
0405856512,2020,Normale toestand
0405856512,2021,Normale toestand
0405856512,2022,Normale toestand
0405856512,2023,Normale toestand
0405869378,2018,Normale toestand
0405869378,2019,Normale toestand
0405869378,2020,Normale toestand
0405869378,2021,Normale toestand
0405869378,2022,Normale toestand
0405869378,2023,Normale toestand
0405904418,2018,Normale toestand
0405904418,2019,Normale toestand
0405904418,2020,Normale toestand
0405904418,2021,Normale toestand
0405904418,2022,Normale toestand
0405904418,2023,Normale toestand
0405925697,2018,Normale toestand
0405925697,2019,Normale toestand
0405925697,2020,Normale toestand
0405925697,2021,Normale toestand
0405925697,2022,Normale toestand
0405925697,2023,Normale toestand
0405966675,2018,Normale toestand
0405966675,2019,Normale toestand
0405966675,2020,Normale toestand
0405966675,2021,Normale toestand
0405966675,2022,Normale toestand
0405966675,2023,Normale toestand
0405997458,2018,Normale toestand
0405997458,2019,Normale toestand
0405997458,2020,Normale toestand
0405997458,2021,Normale toestand
0405997458,2022,Normale toestand
0405997458,2023,Normale toestand
0406041406,2018,Normale toestand
0406041406,2019,Normale toestand
0406041406,2020,Normale toestand
0406041406,2021,Normale toestand
0406041406,2022,Normale toestand
0406041406,2023,Normale toestand
0406075058,2018,Normale toestand
0406075058,2019,Normale toestand
0406075058,2020,Normale toestand
0406075058,2021,Normale toestand
0406075058,2022,Normale toestand
0406075058,2023,Normale toestand
0406085451,2018,Normale toestand
0406085451,2019,Normale toestand
0406085451,2020,Normale toestand
0406085451,2021,Normale toestand
0406085451,2022,Normale toestand
0406085451,2023,Normale toestand
0406101782,2018,Normale toestand
0406101782,2019,Normale toestand
0406101782,2020,Normale toestand
0406101782,2021,Normale toestand
0406101782,2022,Normale toestand
0406101782,2023,Normale toestand
0406122865,2018,Normale toestand
0406122865,2019,Normale toestand
0406122865,2020,Normale toestand
0406122865,2021,Normale toestand
0406122865,2022,Normale toestand
0406122865,2023,Normale toestand
0406175721,2018,Normale toestand
0406175721,2019,Normale toestand
0406175721,2020,Normale toestand
0406175721,2021,Normale toestand
0406175721,2022,Normale toestand
0406175721,2023,Normale toestand
0406177404,2018,Normale toestand
0406177404,2019,Normale toestand
0406177404,2020,Normale toestand
0406177404,2021,Normale toestand
0406177404,2022,Normale toestand
0406177404,2023,Normale toestand
0406196309,2018,Normale toestand
0406196309,2019,Normale toestand
0406196309,2020,Normale toestand
0406196309,2021,Normale toestand
0406196309,2022,Normale toestand
0406196309,2023,Normale toestand
0406204821,2018,Vrijwillige ontbinding – vereffening
0406204821,2019,Vrijwillige ontbinding – vereffening
0406204821,2020,Vrijwillige ontbinding – vereffening
0406204821,2021,Vrijwillige ontbinding – vereffening
0406204821,2022,Vrijwillige ontbinding – vereffening
0406204821,2023,Vrijwillige ontbinding – vereffening
0406211155,2018,Normale toestand
0406211155,2019,Normale toestand
0406211155,2020,Normale toestand
0406211155,2021,Normale toestand
0406211155,2022,Normale toestand
0406211155,2023,Normale toestand
0406219766,2018,Normale toestand
0406219766,2019,Normale toestand
0406219766,2020,Normale toestand
0406219766,2021,Normale toestand
0406219766,2022,Normale toestand
0406219766,2023,Normale toestand
0406229268,2018,Normale toestand
0406229268,2019,Normale toestand
0406229268,2020,Normale toestand
0406229268,2021,Normale toestand
0406229268,2022,Normale toestand
0406229268,2023,Normale toestand
0406258071,2018,Normale toestand
0406258071,2019,Normale toestand
0406258071,2020,Normale toestand
0406258071,2021,Normale toestand
0406258071,2022,Normale toestand
0406258071,2023,Normale toestand
0406258269,2018,Normale toestand
0406258269,2019,Normale toestand
0406258269,2020,Normale toestand
0406258269,2021,Normale toestand
0406258269,2022,Normale toestand
0406258269,2023,Normale toestand
0406282223,2018,Normale toestand
0406282223,2019,Normale toestand
0406282223,2020,Normale toestand
0406282223,2021,Normale toestand
0406282223,2022,Normale toestand
0406282223,2023,Normale toestand
0406301029,2018,Normale toestand
0406301029,2019,Normale toestand
0406301029,2020,Normale toestand
0406301029,2021,Normale toestand
0406301029,2022,Normale toestand
0406301029,2023,Normale toestand
0406317459,2018,Normale toestand
0406317459,2019,Normale toestand
0406317459,2020,Normale toestand
0406317459,2021,Normale toestand
0406317459,2022,Normale toestand
0406317459,2023,Normale toestand
0406325674,2018,Normale toestand
0406325674,2019,Normale toestand
0406325674,2020,Normale toestand
0406325674,2021,Normale toestand
0406325674,2022,Normale toestand
0406325674,2023,Normale toestand
0406412083,2018,Normale toestand
0406412083,2019,Normale toestand
0406412083,2020,Normale toestand
0406412083,2021,Normale toestand
0406412083,2022,Normale toestand
0406412083,2023,Normale toestand
0406419112,2018,Normale toestand
0406419112,2019,Normale toestand
0406419112,2020,Normale toestand
0406419112,2021,Normale toestand
0406419112,2022,Normale toestand
0406419112,2023,Normale toestand
0406425248,2018,Normale toestand
0406425248,2019,Normale toestand
0406425248,2020,Normale toestand
0406425248,2021,Normale toestand
0406425248,2022,Normale toestand
0406425248,2023,Normale toestand
0406428317,2018,Normale toestand
0406428317,2019,Normale toestand
0406428317,2020,Normale toestand
0406428317,2021,Normale toestand
0406428317,2022,Normale toestand
0406428317,2023,Normale toestand
0406443757,2018,Normale toestand
0406443757,2019,Normale toestand
0406443757,2020,Normale toestand
0406443757,2021,Normale toestand
0406443757,2022,Normale toestand
0406443757,2023,Normale toestand
0406457615,2018,Normale toestand
0406457615,2019,Normale toestand
0406457615,2020,Normale toestand
0406457615,2021,Normale toestand
0406457615,2022,Normale toestand
0406457615,2023,Normale toestand
0406500274,2018,Opening faillissement
0406500274,2019,Opening faillissement
0406500274,2020,Opening faillissement
0406500274,2021,Opening faillissement
0406500274,2022,Opening faillissement
0406500274,2023,Opening faillissement
0406501264,2018,Normale toestand
0406501264,2019,Normale toestand
0406501264,2020,Normale toestand
0406501264,2021,Normale toestand
0406501264,2022,Normale toestand
0406501264,2023,Normale toestand
0406534225,2018,Normale toestand
0406534225,2019,Normale toestand
0406534225,2020,Normale toestand
0406534225,2021,Normale toestand
0406534225,2022,Normale toestand
0406534225,2023,Normale toestand
0406587475,2018,Normale toestand
0406587475,2019,Normale toestand
0406587475,2020,Normale toestand
0406587475,2021,Normale toestand
0406587475,2022,Normale toestand
0406587475,2023,Normale toestand
0406696254,2018,Normale toestand
0406696254,2019,Normale toestand
0406696254,2020,Normale toestand
0406696254,2021,Normale toestand
0406696254,2022,Normale toestand
0406696254,2023,Normale toestand
0406707241,2018,Normale toestand
0406707241,2019,Normale toestand
0406707241,2020,Normale toestand
0406707241,2021,Normale toestand
0406707241,2022,Normale toestand
0406707241,2023,Normale toestand
0406718327,2018,Normale toestand
0406718327,2019,Normale toestand
0406718327,2020,Normale toestand
0406718327,2021,Normale toestand
0406718327,2022,Normale toestand
0406718327,2023,Normale toestand
0406721889,2018,Normale toestand
0406721889,2019,Normale toestand
0406721889,2020,Normale toestand
0406721889,2021,Normale toestand
0406721889,2022,Normale toestand
0406721889,2023,Normale toestand
0406723374,2018,Normale toestand
0406723374,2019,Normale toestand
0406723374,2020,Normale toestand
0406723374,2021,Normale toestand
0406723374,2022,Normale toestand
0406723374,2023,Normale toestand
0406745447,2018,Normale toestand
0406745447,2019,Normale toestand
0406745447,2020,Normale toestand
0406745447,2021,Normale toestand
0406745447,2022,Normale toestand
0406745447,2023,Normale toestand
0406750692,2018,Normale toestand
0406750692,2019,Normale toestand
0406750692,2020,Normale toestand
0406750692,2021,Normale toestand
0406750692,2022,Normale toestand
0406750692,2023,Normale toestand
0406754652,2018,Normale toestand
0406754652,2019,Normale toestand
0406754652,2020,Normale toestand
0406754652,2021,Normale toestand
0406754652,2022,Normale toestand
0406754652,2023,Normale toestand
0406761382,2018,Normale toestand
0406761382,2019,Normale toestand
0406761382,2020,Normale toestand
0406761382,2021,Normale toestand
0406761382,2022,Normale toestand
0406761382,2023,Normale toestand
0406768015,2018,Opening faillissement
0406768015,2019,Opening faillissement
0406768015,2020,Opening faillissement
0406768015,2021,Opening faillissement
0406768015,2022,Opening faillissement
0406768015,2023,Opening faillissement
0406770389,2018,Normale toestand
0406770389,2019,Normale toestand
0406770389,2020,Normale toestand
0406770389,2021,Normale toestand
0406770389,2022,Normale toestand
0406770389,2023,Normale toestand
0406798697,2018,Normale toestand
0406798697,2019,Normale toestand
0406798697,2020,Normale toestand
0406798697,2021,Normale toestand
0406798697,2022,Normale toestand
0406798697,2023,Normale toestand
0406857293,2018,Normale toestand
0406857293,2019,Normale toestand
0406857293,2020,Normale toestand
0406857293,2021,Normale toestand
0406857293,2022,Normale toestand
0406857293,2023,Normale toestand
0406914703,2018,Normale toestand
0406914703,2019,Normale toestand
0406914703,2020,Normale toestand
0406914703,2021,Normale toestand
0406914703,2022,Normale toestand
0406914703,2023,Normale toestand
0406922918,2018,Normale toestand
0406922918,2019,Normale toestand
0406922918,2020,Normale toestand
0406922918,2021,Normale toestand
0406922918,2022,Normale toestand
0406922918,2023,Normale toestand
0406933212,2018,Normale toestand
0406933212,2019,Normale toestand
0406933212,2020,Normale toestand
0406933212,2021,Normale toestand
0406933212,2022,Normale toestand
0406933212,2023,Normale toestand
0406947761,2018,Normale toestand
0406947761,2019,Normale toestand
0406947761,2020,Normale toestand
0406947761,2021,Normale toestand
0406947761,2022,Normale toestand
0406947761,2023,Normale toestand
0406956768,2018,Normale toestand
0406956768,2019,Normale toestand
0406956768,2020,Normale toestand
0406956768,2021,Normale toestand
0406956768,2022,Normale toestand
0406956768,2023,Normale toestand
0407016948,2018,Normale toestand
0407016948,2019,Normale toestand
0407016948,2020,Normale toestand
0407016948,2021,Normale toestand
0407016948,2022,Normale toestand
0407016948,2023,Normale toestand
0407022391,2018,Normale toestand
0407022391,2019,Normale toestand
0407022391,2020,Normale toestand
0407022391,2021,Normale toestand
0407022391,2022,Normale toestand
0407022391,2023,Normale toestand
0407034764,2018,Normale toestand
0407034764,2019,Normale toestand
0407034764,2020,Normale toestand
0407034764,2021,Normale toestand
0407034764,2022,Normale toestand
0407034764,2023,Normale toestand
0407100981,2018,Normale toestand
0407100981,2019,Normale toestand
0407100981,2020,Normale toestand
0407100981,2021,Normale toestand
0407100981,2022,Normale toestand
0407100981,2023,Normale toestand
0407117809,2018,Normale toestand
0407117809,2019,Normale toestand
0407117809,2020,Normale toestand
0407117809,2021,Normale toestand
0407117809,2022,Normale toestand
0407117809,2023,Normale toestand
0407131071,2018,Normale toestand
0407131071,2019,Normale toestand
0407131071,2020,Normale toestand
0407131071,2021,Normale toestand
0407131071,2022,Normale toestand
0407131071,2023,Normale toestand
0407159577,2018,Normale toestand
0407159577,2019,Normale toestand
0407159577,2020,Normale toestand
0407159577,2021,Normale toestand
0407159577,2022,Normale toestand
0407159577,2023,Normale toestand
0407176801,2018,Normale toestand
0407176801,2019,Normale toestand
0407176801,2020,Normale toestand
0407176801,2021,Normale toestand
0407176801,2022,Normale toestand
0407176801,2023,Normale toestand
0407178680,2018,Normale toestand
0407178680,2019,Normale toestand
0407178680,2020,Normale toestand
0407178680,2021,Normale toestand
0407178680,2022,Normale toestand
0407178680,2023,Normale toestand
0407187291,2018,Normale toestand
0407187291,2019,Normale toestand
0407187291,2020,Normale toestand
0407187291,2021,Normale toestand
0407187291,2022,Normale toestand
0407187291,2023,Normale toestand
0407194518,2018,Normale toestand
0407194518,2019,Normale toestand
0407194518,2020,Normale toestand
0407194518,2021,Normale toestand
0407194518,2022,Normale toestand
0407194518,2023,Normale toestand
0407202931,2018,Normale toestand
0407202931,2019,Normale toestand
0407202931,2020,Normale toestand
0407202931,2021,Normale toestand
0407202931,2022,Normale toestand
0407202931,2023,Normale toestand
0407204713,2018,Normale toestand
0407204713,2019,Normale toestand
0407204713,2020,Normale toestand
0407204713,2021,Normale toestand
0407204713,2022,Normale toestand
0407204713,2023,Normale toestand
0407209166,2018,Normale toestand
0407209166,2019,Normale toestand
0407209166,2020,Normale toestand
0407209166,2021,Normale toestand
0407209166,2022,Normale toestand
0407209166,2023,Normale toestand
0407326358,2018,Normale toestand
0407326358,2019,Normale toestand
0407326358,2020,Normale toestand
0407326358,2021,Normale toestand
0407326358,2022,Normale toestand
0407326358,2023,Normale toestand
0407423160,2018,Normale toestand
0407423160,2019,Normale toestand
0407423160,2020,Normale toestand
0407423160,2021,Normale toestand
0407423160,2022,Normale toestand
0407423160,2023,Normale toestand
0407549755,2018,Normale toestand
0407549755,2019,Normale toestand
0407549755,2020,Normale toestand
0407549755,2021,Normale toestand
0407549755,2022,Normale toestand
0407549755,2023,Normale toestand
0407549854,2018,Normale toestand
0407549854,2019,Normale toestand
0407549854,2020,Normale toestand
0407549854,2021,Normale toestand
0407549854,2022,Normale toestand
