enterprisenumber,year,juridicalsituation
0426816133,2019,Normale toestand
0426816133,2020,Normale toestand
0426816133,2021,Normale toestand
0426816133,2022,Normale toestand
0426816133,2023,Normale toestand
0426818014,2018,Normale toestand
0426818014,2019,Normale toestand
0426818014,2020,Normale toestand
0426818014,2021,Normale toestand
0426818014,2022,Normale toestand
0426818014,2023,Normale toestand
0426823556,2018,Normale toestand
0426823556,2019,Normale toestand
0426823556,2020,Normale toestand
0426823556,2021,Normale toestand
0426823556,2022,Normale toestand
0426823556,2023,Normale toestand
0426825437,2018,Normale toestand
0426825437,2019,Normale toestand
0426825437,2020,Normale toestand
0426825437,2021,Normale toestand
0426825437,2022,Normale toestand
0426825437,2023,Normale toestand
0426869977,2018,Normale toestand
0426869977,2019,Normale toestand
0426869977,2020,Normale toestand
0426869977,2021,Normale toestand
0426869977,2022,Normale toestand
0426869977,2023,Normale toestand
0426922140,2018,Normale toestand
0426922140,2019,Normale toestand
0426922140,2020,Normale toestand
0426922140,2021,Normale toestand
0426922140,2022,Normale toestand
0426922140,2023,Normale toestand
0426955990,2018,Normale toestand
0426955990,2019,Normale toestand
0426955990,2020,Normale toestand
0426955990,2021,Normale toestand
0426955990,2022,Normale toestand
0426955990,2023,Normale toestand
0426972917,2018,Normale toestand
0426972917,2019,Normale toestand
0426972917,2020,Normale toestand
0426972917,2021,Normale toestand
0426972917,2022,Normale toestand
0426972917,2023,Normale toestand
0426978360,2018,Normale toestand
0426978360,2019,Normale toestand
0426978360,2020,Normale toestand
0426978360,2021,Normale toestand
0426978360,2022,Normale toestand
0426978360,2023,Normale toestand
0426993901,2018,Normale toestand
0426993901,2019,Normale toestand
0426993901,2020,Normale toestand
0426993901,2021,Normale toestand
0426993901,2022,Normale toestand
0426993901,2023,Normale toestand
0427027553,2018,Normale toestand
0427027553,2019,Normale toestand
0427027553,2020,Normale toestand
0427027553,2021,Normale toestand
0427027553,2022,Normale toestand
0427027553,2023,Normale toestand
0427051309,2018,Normale toestand
0427051309,2019,Normale toestand
0427051309,2020,Normale toestand
0427051309,2021,Normale toestand
0427051309,2022,Normale toestand
0427051309,2023,Normale toestand
0427100896,2018,Normale toestand
0427100896,2019,Normale toestand
0427100896,2020,Normale toestand
0427100896,2021,Normale toestand
0427100896,2022,Normale toestand
0427100896,2023,Normale toestand
0427121088,2018,Normale toestand
0427121088,2019,Normale toestand
0427121088,2020,Normale toestand
0427121088,2021,Normale toestand
0427121088,2022,Normale toestand
0427121088,2023,Normale toestand
0427122969,2018,Normale toestand
0427122969,2019,Normale toestand
0427122969,2020,Normale toestand
0427122969,2021,Normale toestand
0427122969,2022,Normale toestand
0427122969,2023,Normale toestand
0427173350,2018,Normale toestand
0427173350,2019,Normale toestand
0427173350,2020,Normale toestand
0427173350,2021,Normale toestand
0427173350,2022,Normale toestand
0427173350,2023,Normale toestand
0427173944,2018,Normale toestand
0427173944,2019,Normale toestand
0427173944,2020,Normale toestand
0427173944,2021,Normale toestand
0427173944,2022,Normale toestand
0427173944,2023,Normale toestand
0427206608,2018,Normale toestand
0427206608,2019,Normale toestand
0427206608,2020,Normale toestand
0427206608,2021,Normale toestand
0427206608,2022,Normale toestand
0427206608,2023,Normale toestand
0427218682,2018,Normale toestand
0427218682,2019,Normale toestand
0427218682,2020,Normale toestand
0427218682,2021,Normale toestand
0427218682,2022,Normale toestand
0427218682,2023,Normale toestand
0427223830,2018,Normale toestand
0427223830,2019,Normale toestand
0427223830,2020,Normale toestand
0427223830,2021,Normale toestand
0427223830,2022,Normale toestand
0427223830,2023,Normale toestand
0427229966,2018,Normale toestand
0427229966,2019,Normale toestand
0427229966,2020,Normale toestand
0427229966,2021,Normale toestand
0427229966,2022,Normale toestand
0427229966,2023,Normale toestand
0427238082,2018,Normale toestand
0427238082,2019,Normale toestand
0427238082,2020,Normale toestand
0427238082,2021,Normale toestand
0427238082,2022,Normale toestand
0427238082,2023,Normale toestand
0427275595,2018,Normale toestand
0427275595,2019,Normale toestand
0427275595,2020,Normale toestand
0427275595,2021,Normale toestand
0427275595,2022,Normale toestand
0427275595,2023,Normale toestand
0427284406,2018,Normale toestand
0427284406,2019,Normale toestand
0427284406,2020,Normale toestand
0427284406,2021,Normale toestand
0427284406,2022,Normale toestand
0427284406,2023,Normale toestand
0427285889,2018,Normale toestand
0427285889,2019,Normale toestand
0427285889,2020,Normale toestand
0427285889,2021,Normale toestand
0427285889,2022,Normale toestand
0427285889,2023,Normale toestand
0427294502,2018,Normale toestand
0427294502,2019,Normale toestand
0427294502,2020,Normale toestand
0427294502,2021,Normale toestand
0427294502,2022,Normale toestand
0427294502,2023,Normale toestand
0427302321,2018,Normale toestand
0427302321,2019,Normale toestand
0427302321,2020,Normale toestand
0427302321,2021,Normale toestand
0427302321,2022,Normale toestand
0427302321,2023,Normale toestand
0427303806,2018,Normale toestand
0427303806,2019,Normale toestand
0427303806,2020,Normale toestand
0427303806,2021,Normale toestand
0427303806,2022,Normale toestand
0427303806,2023,Normale toestand
0427320929,2018,Normale toestand
0427320929,2019,Normale toestand
0427320929,2020,Normale toestand
0427320929,2021,Normale toestand
0427320929,2022,Normale toestand
0427320929,2023,Normale toestand
0427377941,2018,Normale toestand
0427377941,2019,Normale toestand
0427377941,2020,Normale toestand
0427377941,2021,Normale toestand
0427377941,2022,Normale toestand
0427377941,2023,Normale toestand
0427390512,2018,Normale toestand
0427390512,2019,Normale toestand
0427390512,2020,Normale toestand
0427390512,2021,Normale toestand
0427390512,2022,Normale toestand
0427390512,2023,Normale toestand
0427406348,2018,Normale toestand
0427406348,2019,Normale toestand
0427406348,2020,Normale toestand
0427406348,2021,Normale toestand
0427406348,2022,Normale toestand
0427406348,2023,Normale toestand
0427414266,2018,Normale toestand
0427414266,2019,Normale toestand
0427414266,2020,Normale toestand
0427414266,2021,Normale toestand
0427414266,2022,Normale toestand
0427414266,2023,Normale toestand
0427444554,2018,Normale toestand
0427444554,2019,Normale toestand
0427444554,2020,Normale toestand
0427444554,2021,Normale toestand
0427444554,2022,Normale toestand
0427444554,2023,Normale toestand
0427450492,2018,Normale toestand
0427450492,2019,Normale toestand
0427450492,2020,Normale toestand
0427450492,2021,Normale toestand
0427450492,2022,Normale toestand
0427450492,2023,Normale toestand
0427460390,2018,Normale toestand
0427460390,2019,Normale toestand
0427460390,2020,Normale toestand
0427460390,2021,Normale toestand
0427460390,2022,Normale toestand
0427460390,2023,Normale toestand
0427507506,2018,Normale toestand
0427507506,2019,Normale toestand
0427507506,2020,Normale toestand
0427507506,2021,Normale toestand
0427507506,2022,Normale toestand
0427507506,2023,Normale toestand
0427561053,2018,Normale toestand
0427561053,2019,Normale toestand
0427561053,2020,Normale toestand
0427561053,2021,Normale toestand
0427561053,2022,Normale toestand
0427561053,2023,Normale toestand
0427572139,2018,Normale toestand
0427572139,2019,Normale toestand
0427572139,2020,Normale toestand
0427572139,2021,Normale toestand
0427572139,2022,Normale toestand
0427572139,2023,Normale toestand
0427628755,2018,Normale toestand
0427628755,2019,Normale toestand
0427628755,2020,Normale toestand
0427628755,2021,Normale toestand
0427628755,2022,Normale toestand
0427628755,2023,Normale toestand
0427649739,2018,Normale toestand
0427649739,2019,Normale toestand
0427649739,2020,Normale toestand
0427649739,2021,Normale toestand
0427649739,2022,Normale toestand
0427649739,2023,Normale toestand
0427653501,2018,Normale toestand
0427653501,2019,Normale toestand
0427653501,2020,Normale toestand
0427653501,2021,Normale toestand
0427653501,2022,Normale toestand
0427653501,2023,Normale toestand
0427692103,2018,Normale toestand
0427692103,2019,Normale toestand
0427692103,2020,Normale toestand
0427692103,2021,Normale toestand
0427692103,2022,Normale toestand
0427692103,2023,Normale toestand
0427698239,2018,Normale toestand
0427698239,2019,Normale toestand
0427698239,2020,Normale toestand
0427698239,2021,Normale toestand
0427698239,2022,Normale toestand
0427698239,2023,Normale toestand
0427702692,2018,Normale toestand
0427702692,2019,Normale toestand
0427702692,2020,Normale toestand
0427702692,2021,Normale toestand
0427702692,2022,Normale toestand
0427702692,2023,Normale toestand
0427759013,2018,Normale toestand
0427759013,2019,Normale toestand
0427759013,2020,Normale toestand
0427759013,2021,Normale toestand
0427759013,2022,Normale toestand
0427759013,2023,Normale toestand
0427768515,2018,Normale toestand
0427768515,2019,Normale toestand
0427768515,2020,Normale toestand
0427768515,2021,Normale toestand
0427768515,2022,Normale toestand
0427768515,2023,Normale toestand
0427804048,2018,Normale toestand
0427804048,2019,Normale toestand
0427804048,2020,Normale toestand
0427804048,2021,Normale toestand
0427804048,2022,Normale toestand
0427804048,2023,Normale toestand
0427903424,2018,Normale toestand
0427903424,2019,Normale toestand
0427903424,2020,Normale toestand
0427903424,2021,Normale toestand
0427903424,2022,Normale toestand
0427903424,2023,Normale toestand
0427912926,2018,Normale toestand
0427912926,2019,Normale toestand
0427912926,2020,Normale toestand
0427912926,2021,Normale toestand
0427912926,2022,Normale toestand
0427912926,2023,Normale toestand
0427948855,2018,Normale toestand
0427948855,2019,Normale toestand
0427948855,2020,Normale toestand
0427948855,2021,Normale toestand
0427948855,2022,Normale toestand
0427948855,2023,Normale toestand
0427972314,2018,Normale toestand
0427972314,2019,Normale toestand
0427972314,2020,Normale toestand
0427972314,2021,Normale toestand
0427972314,2022,Normale toestand
0427972314,2023,Normale toestand
0427983202,2018,Normale toestand
0427983202,2019,Normale toestand
0427983202,2020,Normale toestand
0427983202,2021,Normale toestand
0427983202,2022,Normale toestand
0427983202,2023,Normale toestand
0427995573,2018,Normale toestand
0427995573,2019,Normale toestand
0427995573,2020,Normale toestand
0427995573,2021,Normale toestand
0427995573,2022,Normale toestand
0427995573,2023,Normale toestand
0428010124,2018,Normale toestand
0428010124,2019,Normale toestand
0428010124,2020,Normale toestand
0428010124,2021,Normale toestand
0428010124,2022,Normale toestand
0428010124,2023,Normale toestand
0428022297,2018,Normale toestand
0428022297,2019,Normale toestand
0428022297,2020,Normale toestand
0428022297,2021,Normale toestand
0428022297,2022,Normale toestand
0428022297,2023,Normale toestand
0428033680,2018,Normale toestand
0428033680,2019,Normale toestand
0428033680,2020,Normale toestand
0428033680,2021,Normale toestand
0428033680,2022,Normale toestand
0428033680,2023,Normale toestand
0428072579,2018,Normale toestand
0428072579,2019,Normale toestand
0428072579,2020,Normale toestand
0428072579,2021,Normale toestand
0428072579,2022,Normale toestand
0428072579,2023,Normale toestand
0428076440,2018,Normale toestand
0428076440,2019,Normale toestand
0428076440,2020,Normale toestand
0428076440,2021,Normale toestand
0428076440,2022,Normale toestand
0428076440,2023,Normale toestand
0428083863,2018,Normale toestand
0428083863,2019,Normale toestand
0428083863,2020,Normale toestand
0428083863,2021,Normale toestand
0428083863,2022,Normale toestand
0428083863,2023,Normale toestand
0428086239,2018,Normale toestand
0428086239,2019,Normale toestand
0428086239,2020,Normale toestand
0428086239,2021,Normale toestand
0428086239,2022,Normale toestand
0428086239,2023,Normale toestand
0428101382,2018,Normale toestand
0428101382,2019,Normale toestand
0428101382,2020,Normale toestand
0428101382,2021,Normale toestand
0428101382,2022,Normale toestand
0428101382,2023,Normale toestand
0428107124,2018,Normale toestand
0428107124,2019,Normale toestand
0428107124,2020,Normale toestand
0428107124,2021,Normale toestand
0428107124,2022,Normale toestand
0428107124,2023,Normale toestand
0428144439,2018,Normale toestand
0428144439,2019,Normale toestand
0428144439,2020,Normale toestand
0428144439,2021,Normale toestand
0428144439,2022,Normale toestand
0428144439,2023,Normale toestand
0428147112,2018,Normale toestand
0428147112,2019,Normale toestand
0428147112,2020,Normale toestand
0428147112,2021,Normale toestand
0428147112,2022,Normale toestand
0428147112,2023,Normale toestand
0428164829,2018,Normale toestand
0428164829,2019,Normale toestand
0428164829,2020,Normale toestand
0428164829,2021,Normale toestand
0428164829,2022,Normale toestand
0428164829,2023,Normale toestand
0428178091,2018,Normale toestand
0428178091,2019,Normale toestand
0428178091,2020,Normale toestand
0428178091,2021,Normale toestand
0428178091,2022,Normale toestand
0428178091,2023,Normale toestand
0428191850,2018,Normale toestand
0428191850,2019,Normale toestand
0428191850,2020,Normale toestand
0428191850,2021,Normale toestand
0428191850,2022,Normale toestand
0428191850,2023,Normale toestand
0428229264,2018,Normale toestand
0428229264,2019,Normale toestand
0428229264,2020,Normale toestand
0428229264,2021,Normale toestand
0428229264,2022,Normale toestand
0428229264,2023,Normale toestand
0428249555,2018,Normale toestand
0428249555,2019,Normale toestand
0428249555,2020,Normale toestand
0428249555,2021,Normale toestand
0428249555,2022,Normale toestand
0428249555,2023,Normale toestand
0428267074,2018,Normale toestand
0428267074,2019,Normale toestand
0428267074,2020,Normale toestand
0428267074,2021,Normale toestand
0428267074,2022,Normale toestand
0428267074,2023,Normale toestand
0428280437,2018,Normale toestand
0428280437,2019,Normale toestand
0428280437,2020,Normale toestand
0428280437,2021,Normale toestand
0428280437,2022,Normale toestand
0428280437,2023,Normale toestand
0428306468,2018,Vrijwillige ontbinding – vereffening
0428306468,2019,Vrijwillige ontbinding – vereffening
0428306468,2020,Vrijwillige ontbinding – vereffening
0428306468,2021,Vrijwillige ontbinding – vereffening
0428306468,2022,Vrijwillige ontbinding – vereffening
0428306468,2023,Vrijwillige ontbinding – vereffening
0428322207,2018,Normale toestand
0428322207,2019,Normale toestand
0428322207,2020,Normale toestand
0428322207,2021,Normale toestand
0428322207,2022,Normale toestand
0428322207,2023,Normale toestand
0428344872,2018,Normale toestand
0428344872,2019,Normale toestand
0428344872,2020,Normale toestand
0428344872,2021,Normale toestand
0428344872,2022,Normale toestand
0428344872,2023,Normale toestand
0428360710,2018,Normale toestand
0428360710,2019,Normale toestand
0428360710,2020,Normale toestand
0428360710,2021,Normale toestand
0428360710,2022,Normale toestand
0428360710,2023,Normale toestand
0428369024,2018,Normale toestand
0428369024,2019,Normale toestand
0428369024,2020,Normale toestand
0428369024,2021,Normale toestand
0428369024,2022,Normale toestand
0428369024,2023,Normale toestand
0428371992,2018,Opening faillissement
0428371992,2019,Opening faillissement
0428371992,2020,Opening faillissement
0428371992,2021,Opening faillissement
0428371992,2022,Opening faillissement
0428371992,2023,Opening faillissement
0428372388,2018,Normale toestand
0428372388,2019,Normale toestand
0428372388,2020,Normale toestand
0428372388,2021,Normale toestand
0428372388,2022,Normale toestand
0428372388,2023,Normale toestand
0428416039,2018,Normale toestand
0428416039,2019,Normale toestand
0428416039,2020,Normale toestand
0428416039,2021,Normale toestand
0428416039,2022,Normale toestand
0428416039,2023,Normale toestand
0428429501,2018,Normale toestand
0428429501,2019,Normale toestand
0428429501,2020,Normale toestand
0428429501,2021,Normale toestand
0428429501,2022,Normale toestand
0428429501,2023,Normale toestand
0428469289,2018,Normale toestand
0428469289,2019,Normale toestand
0428469289,2020,Normale toestand
0428469289,2021,Normale toestand
0428469289,2022,Normale toestand
0428469289,2023,Normale toestand
0428484335,2018,Normale toestand
0428484335,2019,Normale toestand
0428484335,2020,Normale toestand
0428484335,2021,Normale toestand
0428484335,2022,Normale toestand
0428484335,2023,Normale toestand
0428496411,2018,Normale toestand
0428496411,2019,Normale toestand
0428496411,2020,Normale toestand
0428496411,2021,Normale toestand
0428496411,2022,Normale toestand
0428496411,2023,Normale toestand
0428502745,2018,Normale toestand
0428502745,2019,Normale toestand
0428502745,2020,Normale toestand
0428502745,2021,Normale toestand
0428502745,2022,Normale toestand
0428502745,2023,Normale toestand
0428539664,2018,Normale toestand
0428539664,2019,Normale toestand
0428539664,2020,Normale toestand
0428539664,2021,Normale toestand
0428539664,2022,Normale toestand
0428539664,2023,Normale toestand
0428545505,2018,Normale toestand
0428545505,2019,Normale toestand
0428545505,2020,Normale toestand
0428545505,2021,Normale toestand
0428545505,2022,Normale toestand
0428545505,2023,Normale toestand
0428552136,2018,Normale toestand
0428552136,2019,Normale toestand
0428552136,2020,Normale toestand
0428552136,2021,Normale toestand
0428552136,2022,Normale toestand
0428552136,2023,Normale toestand
0428572823,2018,Normale toestand
0428572823,2019,Normale toestand
0428572823,2020,Normale toestand
0428572823,2021,Normale toestand
0428572823,2022,Normale toestand
0428572823,2023,Normale toestand
0428577177,2018,Normale toestand
0428577177,2019,Normale toestand
0428577177,2020,Normale toestand
0428577177,2021,Normale toestand
0428577177,2022,Normale toestand
0428577177,2023,Normale toestand
0428583414,2018,Normale toestand
0428583414,2019,Normale toestand
0428583414,2020,Normale toestand
0428583414,2021,Normale toestand
0428583414,2022,Normale toestand
0428583414,2023,Normale toestand
0428596181,2018,Normale toestand
0428596181,2019,Normale toestand
0428596181,2020,Normale toestand
0428596181,2021,Normale toestand
0428596181,2022,Normale toestand
0428596181,2023,Normale toestand
0428612118,2018,Normale toestand
0428612118,2019,Normale toestand
0428612118,2020,Normale toestand
0428612118,2021,Normale toestand
0428612118,2022,Normale toestand
0428612118,2023,Normale toestand
0428619442,2018,Normale toestand
0428619442,2019,Normale toestand
0428619442,2020,Normale toestand
0428619442,2021,Normale toestand
0428619442,2022,Normale toestand
0428619442,2023,Normale toestand
0428629439,2018,Normale toestand
0428629439,2019,Normale toestand
0428629439,2020,Normale toestand
0428629439,2021,Normale toestand
0428629439,2022,Normale toestand
0428629439,2023,Normale toestand
0428661806,2018,Normale toestand
0428661806,2019,Normale toestand
0428661806,2020,Normale toestand
0428661806,2021,Normale toestand
0428661806,2022,Normale toestand
0428661806,2023,Normale toestand
0428670912,2018,Normale toestand
0428670912,2019,Normale toestand
0428670912,2020,Normale toestand
0428670912,2021,Normale toestand
0428670912,2022,Normale toestand
0428670912,2023,Normale toestand
0428678335,2018,Normale toestand
0428678335,2019,Normale toestand
0428678335,2020,Normale toestand
0428678335,2021,Normale toestand
0428678335,2022,Normale toestand
0428678335,2023,Normale toestand
0428764546,2018,Normale toestand
0428764546,2019,Normale toestand
0428764546,2020,Normale toestand
0428764546,2021,Normale toestand
0428764546,2022,Normale toestand
0428764546,2023,Normale toestand
0428785629,2018,Normale toestand
0428785629,2019,Normale toestand
0428785629,2020,Normale toestand
0428785629,2021,Normale toestand
0428785629,2022,Normale toestand
0428785629,2023,Normale toestand
0428788993,2018,Normale toestand
0428788993,2019,Normale toestand
0428788993,2020,Normale toestand
0428788993,2021,Normale toestand
0428788993,2022,Normale toestand
0428788993,2023,Normale toestand
0428801861,2018,Normale toestand
0428801861,2019,Normale toestand
0428801861,2020,Normale toestand
0428801861,2021,Normale toestand
0428801861,2022,Normale toestand
0428801861,2023,Normale toestand
0428822746,2018,Normale toestand
0428822746,2019,Normale toestand
0428822746,2020,Normale toestand
0428822746,2021,Normale toestand
0428822746,2022,Normale toestand
0428822746,2023,Normale toestand
0428827397,2018,Normale toestand
0428827397,2019,Normale toestand
0428827397,2020,Normale toestand
0428827397,2021,Normale toestand
0428827397,2022,Normale toestand
0428827397,2023,Normale toestand
0428837097,2018,Normale toestand
0428837097,2019,Normale toestand
0428837097,2020,Normale toestand
0428837097,2021,Normale toestand
0428837097,2022,Normale toestand
0428837097,2023,Normale toestand
0428843433,2018,Normale toestand
0428843433,2019,Normale toestand
0428843433,2020,Normale toestand
0428843433,2021,Normale toestand
0428843433,2022,Normale toestand
0428843433,2023,Normale toestand
0428917667,2018,Normale toestand
0428917667,2019,Normale toestand
0428917667,2020,Normale toestand
0428917667,2021,Normale toestand
0428917667,2022,Normale toestand
0428917667,2023,Normale toestand
0428918360,2018,Normale toestand
0428918360,2019,Normale toestand
0428918360,2020,Normale toestand
0428918360,2021,Normale toestand
0428918360,2022,Normale toestand
0428918360,2023,Normale toestand
0429023971,2018,Normale toestand
0429023971,2019,Normale toestand
0429023971,2020,Normale toestand
0429023971,2021,Normale toestand
0429023971,2022,Normale toestand
0429023971,2023,Normale toestand
0429058219,2018,Normale toestand
0429058219,2019,Normale toestand
0429058219,2020,Normale toestand
0429058219,2021,Normale toestand
0429058219,2022,Normale toestand
0429058219,2023,Normale toestand
0429110083,2018,Normale toestand
0429110083,2019,Normale toestand
0429110083,2020,Normale toestand
0429110083,2021,Normale toestand
0429110083,2022,Normale toestand
0429110083,2023,Normale toestand
0429241133,2018,Normale toestand
0429241133,2019,Normale toestand
0429241133,2020,Normale toestand
0429241133,2021,Normale toestand
0429241133,2022,Normale toestand
0429241133,2023,Normale toestand
0429248358,2018,Normale toestand
0429248358,2019,Normale toestand
0429248358,2020,Normale toestand
0429248358,2021,Normale toestand
0429248358,2022,Normale toestand
0429248358,2023,Normale toestand
0429275478,2018,Normale toestand
0429275478,2019,Normale toestand
0429275478,2020,Normale toestand
0429275478,2021,Normale toestand
0429275478,2022,Normale toestand
0429275478,2023,Normale toestand
0429276567,2018,Normale toestand
0429276567,2019,Normale toestand
0429276567,2020,Normale toestand
0429276567,2021,Normale toestand
0429276567,2022,Normale toestand
0429276567,2023,Normale toestand
0429366144,2018,Normale toestand
0429366144,2019,Normale toestand
0429366144,2020,Normale toestand
0429366144,2021,Normale toestand
0429366144,2022,Normale toestand
0429366144,2023,Normale toestand
0429370302,2018,Normale toestand
0429370302,2019,Normale toestand
0429370302,2020,Normale toestand
0429370302,2021,Normale toestand
0429370302,2022,Normale toestand
0429370302,2023,Normale toestand
0429410981,2018,Normale toestand
0429410981,2019,Normale toestand
0429410981,2020,Normale toestand
0429410981,2021,Normale toestand
0429410981,2022,Normale toestand
0429410981,2023,Normale toestand
0429524017,2018,Normale toestand
0429524017,2019,Normale toestand
0429524017,2020,Normale toestand
0429524017,2021,Normale toestand
0429524017,2022,Normale toestand
0429524017,2023,Normale toestand
0429561431,2018,Normale toestand
0429561431,2019,Normale toestand
0429561431,2020,Normale toestand
0429561431,2021,Normale toestand
0429561431,2022,Normale toestand
0429561431,2023,Normale toestand
0429594885,2018,Normale toestand
0429594885,2019,Normale toestand
0429594885,2020,Normale toestand
0429594885,2021,Normale toestand
0429594885,2022,Normale toestand
0429594885,2023,Normale toestand
0429608743,2018,Normale toestand
0429608743,2019,Normale toestand
0429608743,2020,Normale toestand
0429608743,2021,Normale toestand
0429608743,2022,Normale toestand
0429608743,2023,Normale toestand
0429619631,2018,Normale toestand
0429619631,2019,Normale toestand
0429619631,2020,Normale toestand
0429619631,2021,Normale toestand
0429619631,2022,Normale toestand
0429619631,2023,Normale toestand
0429667933,2018,Normale toestand
0429667933,2019,Normale toestand
0429667933,2020,Normale toestand
0429667933,2021,Normale toestand
0429667933,2022,Normale toestand
0429667933,2023,Normale toestand
0429711186,2018,Normale toestand
0429711186,2019,Normale toestand
0429711186,2020,Normale toestand
0429711186,2021,Normale toestand
0429711186,2022,Normale toestand
0429711186,2023,Normale toestand
0429718512,2018,Normale toestand
0429718512,2019,Normale toestand
0429718512,2020,Normale toestand
0429718512,2021,Normale toestand
0429718512,2022,Normale toestand
0429718512,2023,Normale toestand
0429759191,2018,Opening faillissement
0429759191,2019,Opening faillissement
0429759191,2020,Opening faillissement
0429759191,2021,Opening faillissement
0429759191,2022,Opening faillissement
0429759191,2023,Opening faillissement
0429813136,2018,Normale toestand
0429813136,2019,Normale toestand
0429813136,2020,Normale toestand
0429813136,2021,Normale toestand
0429813136,2022,Normale toestand
0429813136,2023,Normale toestand
0429847085,2018,Normale toestand
0429847085,2019,Normale toestand
0429847085,2020,Normale toestand
0429847085,2021,Normale toestand
0429847085,2022,Normale toestand
0429847085,2023,Normale toestand
0429867475,2018,Normale toestand
0429867475,2019,Normale toestand
0429867475,2020,Normale toestand
0429867475,2021,Normale toestand
0429867475,2022,Normale toestand
0429867475,2023,Normale toestand
0429874997,2018,Opening faillissement
0429874997,2019,Opening faillissement
0429874997,2020,Opening faillissement
0429874997,2021,Opening faillissement
0429874997,2022,Opening faillissement
0429874997,2023,Opening faillissement
0429954379,2018,Normale toestand
0429954379,2019,Normale toestand
0429954379,2020,Normale toestand
0429954379,2021,Normale toestand
0429954379,2022,Normale toestand
0429954379,2023,Normale toestand
0429956953,2018,Normale toestand
0429956953,2019,Normale toestand
0429956953,2020,Normale toestand
0429956953,2021,Normale toestand
0429956953,2022,Normale toestand
0429956953,2023,Normale toestand
0429975759,2018,Normale toestand
0429975759,2019,Normale toestand
0429975759,2020,Normale toestand
0429975759,2021,Normale toestand
0429975759,2022,Normale toestand
0429975759,2023,Normale toestand
0430013470,2018,Normale toestand
0430013470,2019,Normale toestand
0430013470,2020,Normale toestand
0430013470,2021,Normale toestand
0430013470,2022,Normale toestand
0430013470,2023,Normale toestand
0430040194,2018,Normale toestand
0430040194,2019,Normale toestand
0430040194,2020,Normale toestand
0430040194,2021,Normale toestand
0430040194,2022,Normale toestand
0430040194,2023,Normale toestand
0430058210,2018,Normale toestand
0430058210,2019,Normale toestand
0430058210,2020,Normale toestand
0430058210,2021,Normale toestand
0430058210,2022,Normale toestand
0430058210,2023,Normale toestand
0430077313,2018,Normale toestand
0430077313,2019,Normale toestand
0430077313,2020,Normale toestand
0430077313,2021,Normale toestand
0430077313,2022,Normale toestand
0430077313,2023,Normale toestand
0430108688,2018,Normale toestand
0430108688,2019,Normale toestand
0430108688,2020,Normale toestand
0430108688,2021,Normale toestand
0430108688,2022,Normale toestand
0430108688,2023,Normale toestand
0430110668,2018,Normale toestand
0430110668,2019,Normale toestand
0430110668,2020,Normale toestand
0430110668,2021,Normale toestand
0430110668,2022,Normale toestand
0430110668,2023,Normale toestand
0430224296,2018,Normale toestand
0430224296,2019,Normale toestand
0430224296,2020,Normale toestand
0430224296,2021,Normale toestand
0430224296,2022,Normale toestand
0430224296,2023,Normale toestand
0430345349,2018,Normale toestand
0430345349,2019,Normale toestand
0430345349,2020,Normale toestand
0430345349,2021,Normale toestand
0430345349,2022,Normale toestand
0430345349,2023,Normale toestand
0430388802,2018,Normale toestand
0430388802,2019,Normale toestand
0430388802,2020,Normale toestand
0430388802,2021,Normale toestand
0430388802,2022,Normale toestand
0430388802,2023,Normale toestand
0430393750,2018,Normale toestand
0430393750,2019,Normale toestand
0430393750,2020,Normale toestand
0430393750,2021,Normale toestand
0430393750,2022,Normale toestand
0430393750,2023,Normale toestand
0430431659,2018,Normale toestand
0430431659,2019,Normale toestand
0430431659,2020,Normale toestand
0430431659,2021,Normale toestand
0430431659,2022,Normale toestand
0430431659,2023,Normale toestand
0430471053,2018,Normale toestand
0430471053,2019,Normale toestand
0430471053,2020,Normale toestand
0430471053,2021,Normale toestand
0430471053,2022,Normale toestand
0430471053,2023,Normale toestand
0430503321,2018,Normale toestand
0430503321,2019,Normale toestand
0430503321,2020,Normale toestand
0430503321,2021,Normale toestand
0430503321,2022,Normale toestand
0430503321,2023,Normale toestand
0430600420,2018,Normale toestand
0430600420,2019,Normale toestand
0430600420,2020,Normale toestand
0430600420,2021,Normale toestand
0430600420,2022,Normale toestand
0430600420,2023,Normale toestand
0430629619,2018,Opening faillissement
0430629619,2019,Opening faillissement
0430629619,2020,Opening faillissement
0430629619,2021,Opening faillissement
0430629619,2022,Opening faillissement
0430629619,2023,Opening faillissement
0430631203,2018,Normale toestand
0430631203,2019,Normale toestand
0430631203,2020,Normale toestand
0430631203,2021,Normale toestand
0430631203,2022,Normale toestand
0430631203,2023,Normale toestand
0430634765,2018,Normale toestand
0430634765,2019,Normale toestand
0430634765,2020,Normale toestand
0430634765,2021,Normale toestand
0430634765,2022,Normale toestand
0430634765,2023,Normale toestand
0430692470,2018,Normale toestand
0430692470,2019,Normale toestand
0430692470,2020,Normale toestand
0430692470,2021,Normale toestand
0430692470,2022,Normale toestand
0430692470,2023,Normale toestand
0430714246,2018,Normale toestand
0430714246,2019,Normale toestand
0430714246,2020,Normale toestand
0430714246,2021,Normale toestand
0430714246,2022,Normale toestand
0430714246,2023,Normale toestand
0430726124,2018,Normale toestand
0430726124,2019,Normale toestand
0430726124,2020,Normale toestand
0430726124,2021,Normale toestand
0430726124,2022,Normale toestand
0430726124,2023,Normale toestand
0430740970,2018,Normale toestand
0430740970,2019,Normale toestand
0430740970,2020,Normale toestand
